StableWorldId,DonorSourceReference,SemanticCategory,ProductionPrefab,ProductionMaterials,CollisionReference,LodGroup,PivotMode,ScaleMode,ExpectedBoundsCenter,ExpectedBoundsSize,MeasuredBoundsCenter,MeasuredBoundsSize,AllowedDeviationMeters,TransformOffset,ReplacementStatus,AuthoringStatus,ValidationStatus,ProductionZone,PerformanceTier,WetnessCompatibility,WeatherCompatibility,Notes,SourceControlStatus,ManualArtDependency,LastValidationTimestamp,AssetVersion
"73fdc081416b9c4c42c7840056413792","STORE/LOD/PRODUCTS/Sparkplugs/4","BuildingExterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1381.516|6.316453|140.5012","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_-3_0","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","7e70cef378bfa7dd70a033c2bcc231cf","2026-07-14T00:00:00+05:00","0"
"6a0aef0ff6e4c20e1abdd1959f51ce53","DRAGRACE/LOD/DRAGSTRIP/Drag2/dragcar2/LOD/Muzzle/1/muzzle_quad","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-558.3885|4.1438|-1938.576","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_-2_-4","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","e4d74d252c2b5ad08b04de9702e8214f","2026-07-14T00:00:00+05:00","0"
"3fc663dcb6ba8416a930322bbf3f1e8f","JOBS/HouseShit1/LOD/ShitNPC/TablePlastic","StaticProp","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","2048.339|-1.782|-1828.127","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","e6f18d2212b18f946f3551b73d6343a7","2026-07-14T00:00:00+05:00","0"
"2c0bd46d34d6c46dd771899b0fdb22e8","TRAFFIC/VehiclesHighway/TRUCK/CarColliderAI","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1518.5|3.259511|-1909.068","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"fbb7dbd3eb9d2f801f3a102a77737eaf","Systems/OptionsMenu/DrivingControls/Page2/DeadzoneC/GUITextLabel/GUITextLabelShadow","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","178.9401|41.08952|-1041.632","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"4a115c045c5fcf3efbeb4853e0a3956a","Systems/OptionsMenu/PlayerControls/Page1/Buttons/AssignmentControl/GUITextLabel/GUITextLabelShadow","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","168.2101|37.28952|-1041.732","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"2bdbbc086f3e775571e637fba20ae356","Systems/OptionsMenu/DrivingControls/AssignWindow/WindowClutch/Stage1/GUITextLabel/GUITextLabelShadow","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","176.0201|47.08952|-1041.632","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"4b0389e375e214edb561bccb6f9a8834","SOCCER/LOD/KID2/Offset/RagDoll/thigh(right)","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1080.906|1.942656|125.1503","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"5d3b5c053a4eb0920bb79e874ae4c15c","YARD/Building/BEDROOM1/COMPUTER/SYSTEM/RAMI-Simppa&Jokke/Seikailu-Speeches/Puhe-Reko-speech5a","BuildingInterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","167.37|-70.889|-1034.335","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","5b0a4798fe805ba2eda7222972a55714","2026-07-14T00:00:00+05:00","0"
"3490006d266443c36b024877dd82b06f","CABIN/Cabin/Ventti/PIG/VenttiPig/Pivot/Char/skeleton/pelvis/spine_middle/spine_upper/collar_right/shoulder_right/arm_right/hand_right/fingers_right/HandCollider","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","3.182281|-1.884378|-21.45056","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_0_-1","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","18578c39fdcdbb356851655e83d8da29","2026-07-14T00:00:00+05:00","0"
"5727a9e0e3dab3ef0f083aa74acea864","Systems/OptionsMenu/PlayerControls/Page1/Table 11/BG","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","167.9801|37.57952|-1041.612","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"085c01770e1544256516543d9f788cd4","SATSUMA(557kg, 248)/Dashboard/center console gt(xxxxx)/Bolts/BoltPM/bolt0","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","153.749|1.379479|-1029.79","0.007904|0.020333|0.009155","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"9e5efc5608a8d53bd3ec52f620167ecd","PERAJARVI/CHURCH/LOD/memorial/Name 15","BuildingExterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1259.753|8.327|106.922","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_-3_0","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","7e70cef378bfa7dd70a033c2bcc231cf","2026-07-14T00:00:00+05:00","0"
"ff4cbd1e292b7d42251e318201c1efb7","JOBS/HouseDrunk/Moving/Stuff/DestroyThese/box(Clo06)/mesh","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","2117.625|9.481001|-1267.189","0.634277|0.500001|0.831787","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"accd0e414c1a94cbba05272eda9c4383","Sheets/InspectionRecipiet/Background_EN","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","167.702|8.135251|-1034.11","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"20a4ea987de8652a41d9d5911500e726","INSPECTION/LOD/NoRain","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1361.451|8.381073|228.3429","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_-3_0","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","316d821deeff35d881d975eb56da4237","2026-07-14T00:00:00+05:00","0"
"cd6e3d0d0c46581c6fabce6890497a49","YARD/UNCLE/Home/UncleDrinking/Uncle/beer case(itemx)","BuildingExterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","196.9615|1.622609|-1076.787","0.41835|0.2|0.297974","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_0_-3","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","cdd129d9c6c5486018100df7752c3681","2026-07-14T00:00:00+05:00","0"
"d8c02e7ce08bf1427f934350760eafcf","Sheets/DragTimeSlip/Text","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","167.833|8.292651|-1034.104","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"14cbb20a8bf4e678e2d1b6319017e0b5","JOBS/HouseShit5/Shed/shed_roof_metal","Roof","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","1763.118|6.571|-379.3854","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","68b2ecd8e2334d2daca2df0c98a49132","2026-07-14T00:00:00+05:00","0"
"582922e6833473cf0d7753199a3c5775","JOBS/HouseShit5/HouseRintama1/rintama_roof","Roof","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","1749.623|6.731|-387.0505","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","68b2ecd8e2334d2daca2df0c98a49132","2026-07-14T00:00:00+05:00","0"
"47410cc67c512dce7f6e47073d4d8d81","SATSUMA(557kg, 248)/MiscParts/marker light right(xxxxx)/BoltPM/bolt0","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","153.3669|1.528182|-1030.901","0.007919|0.020333|0.009033","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"935c5a1888fbf4ac57c97acab6d97bec","TRAFFIC/VehiclesDirtRoad/Rally/FITTAN/CrashEvent/RagDoll/pelvis/spine_mid/shoulders(xxxxx)","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1284.929|7.572602|-1668.385","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"56197f4cb194bf3045edea025c49e841","CARPARTS/PartsMotor/clutch cover plate(Clone)/Bolts/MaskedClutchCover/BoltPM/bolt2","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","154.366|1.582234|-1042.983","0.009155|0.017485|0.009155","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"d12c79139342f2ac15e872c52c0c0c5e","YARD/Building/BEDROOM1/COMPUTER/SYSTEM/RAMI-Sormileikki/Sormileikki-Mode2/Mode2-Hand-Hole/HoleB-grafiikka","BuildingInterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","177.48|-70.839|-1040.625","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","5b0a4798fe805ba2eda7222972a55714","2026-07-14T00:00:00+05:00","0"
"53542d0855e0c5ae6742361595c01204","Sheets/LottoTicket/Pivot/Box/Numbers/6","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","167.744|8.1978|-1033.969","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"36c65bebca5c9ce3f53fad09cf9095e3","YARD/Building/BEDROOM1/COMPUTER/SYSTEM/RAMI-Sormileikki/Laskuri-push","BuildingInterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","162.99|-69.339|-1033.315","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","5b0a4798fe805ba2eda7222972a55714","2026-07-14T00:00:00+05:00","0"
"32042693e07472245dd7789f7bd0e739","Systems/OptionsMenu/DrivingControls/Page1/Header 4/GUITextHeader/GUITextHeaderShadow","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","168.0201|39.58952|-1041.722","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"62171407263cf7611d88aa23e318c275","GIFU(750/450psi)/DriverDoors/doorr/door/truck_cabin_door_parts 1","Door","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1355.051|8.337132|281.8974","0.607056|0.617177|0.286499","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","ef4ec5f16a32cd02f5b8794451494b64","2026-07-14T00:00:00+05:00","0"
"d4b4967eec2b01223d06cb9022bc4203","YARD/Building/BEDROOM1/COMPUTER/SYSTEM/PROCYON-ProPilkki/Tulokset/TuloksetKisa/Numerot","BuildingInterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","163.06|-70.149|-1037.605","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","5b0a4798fe805ba2eda7222972a55714","2026-07-14T00:00:00+05:00","0"
"cc6d82e691fd13f1e481df738409a4f0","NPC_CARS/Amikset/KYLAJANI/CrashEvent/RagDoll/thigh(leftx)","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1173.416|3.382716|123.2109","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"6658285ec061f6a7695b103c60f26ab6","CARPARTS/PartsMotor/rocker shaft(Clone)/New/ValveAdjust/BoltPM","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","153.7663|2.123989|-1043.138","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"e380992234165a2b0426eea631e95bb4","Sheets/RallyformJunior/bg/2","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","167.5389|8.135251|-1034.11","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"d34f7679e6bfd0655da76c8ca01906ae","STORE/Boxes/wheelset steelwide(Clone)/Parts/wheel_steelwide4/Bolts/BoltPM/bolt3","BuildingExterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1382.713|6.888795|140.9227","0.019653|0.019812|0.017334","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","fe71ff3c872f07e56b3ddab16e4d2768","2026-07-14T00:00:00+05:00","0"
"e31609a067027cd6bafdbf4b500e6cd8","DRAGRACE/Objects/Tent2/tent_roof 2","Roof","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1132.88|6.132|-1998.756","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_-3_-4","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","381f7c5c3f1af42b3b807ae5646bfa4e","2026-07-14T00:00:00+05:00","0"
"c10601a44b9fb5cf2f0660654ca81f6a","JOBS/Farm/LOD/combine/PIVOT/tire/rim","StaticProp","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-674.5823|4.131|316.2249","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","e6f18d2212b18f946f3551b73d6343a7","2026-07-14T00:00:00+05:00","0"
"c91d8c7781dfba3777179681272a0fad","RCO_RUSCKO12(270)/RearDoor/doorear/door/Handle","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","0.054398|-1.107001|-0.000244","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"2286afb4090dfb09b3a47f07cbdd8a8a","Systems/OptionsMenu/DrivingControls/Page1/Buttons/BrakeNonCom/AssignBrakeNON","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","168.5901|44.12952|-1041.632","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"b28c484221db81782a83d9728966c153","TRAFFIC/VehiclesHighway/LAMORE/interior","BuildingInterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","2281.963|12.71395|-364.9263","2.807373|1.114378|2.673584","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","5b0a4798fe805ba2eda7222972a55714","2026-07-14T00:00:00+05:00","0"
"eda3aa63797582a9daea22cad5701009","Systems/Death/GameOverScreen/Orbituary/Stats/Diesel/Data","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","160.652|2.050738|-1028.972","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"5e80a66586c6f6ab9a9703d2b2c46212","TRAFFIC/Police/Checkpoints/Cops/POLICECAR2/wheelFR/Wheel/Tire","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","129.4481|10.711|553.9226","0.646912|0.620001|0.400635","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"4edf6e6a3384722e45ab323a50535d9c","GIFU(750/450psi)/StagingWheel","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1355.064|7.641|283.0389","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","bb2edd9f33f38a42c2a5d693a7922c9f","2026-07-14T00:00:00+05:00","0"
"4eda92db6f70c266f69a9a293407fed6","GIFU(750/450psi)/LOD/truck_engine","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1355.96|7.77896|283.3047","3.865112|1.425931|2.61438","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"bf8f68badade14fd485adc732afa98ba","YARD/Building/BEDROOM1/COMPUTER/SYSTEM/RAMI-PasiInvaders/Pasi01c3/Pasi01c3-grafiikka","BuildingInterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","170.48|-71.249|-1033.625","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","5b0a4798fe805ba2eda7222972a55714","2026-07-14T00:00:00+05:00","0"
"abe355fd82387f8937da17bd99c197c6","DANCEHALL/Functions/Dancer/Pivot/pelvis/spine_mid/shoulders(xxxxx)/collar_right/shoulder(right)/arm(right)","ColliderOnly","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","625.1289|12.59647|273.7699","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_1_0","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","a1b25f346c6f815e72bbeebf9b3dd620","2026-07-14T00:00:00+05:00","0"
"c1ca3a877eb2ac0397d59f0c7468d1f1","DRAGRACE/LOD/DRAGSTRIP/Drag2/dragcar2/LOD/Muzzle/1/muzzle_quad","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-558.3885|4.1438|-1938.576","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_-2_-4","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","e4d74d252c2b5ad08b04de9702e8214f","2026-07-14T00:00:00+05:00","0"
"9c0158eb1321d8af61710deb2092afb0","YARD/Building/BEDROOM1/COMPUTER/SYSTEM/RAMI-PasiInvaders/Pistetekstit/Ohjeet-Pasi01c","BuildingInterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","163.548|-71.029|-1046.816","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","5b0a4798fe805ba2eda7222972a55714","2026-07-14T00:00:00+05:00","0"
"05aecc2c0cd47ac8dcfc1e7e4467c689","STORE/LOD/GFX_Store/store_frames","BuildingExterior","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1378.33|4.831|142.245","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_-3_0","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","7e70cef378bfa7dd70a033c2bcc231cf","2026-07-14T00:00:00+05:00","0"
"ad05e77d06a45bc125a4fc56967a51eb","MAP/Buildings/BarnOld_junk/lato_wall","StaticProp","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-252.3039|0.921591|226.0975","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_-1_0","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","75c1e0d09d74b30c1edafc9213585008","2026-07-14T00:00:00+05:00","0"
"c9e1e7aaee49435390a6d89a79970856","MAP/StreetLights/1/LOD/lightpole","UtilityPole","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1517.32|11.021|-108.925","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","cell_-3_-1","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","13f2c08230138bf89bff1cad747e9ab6","2026-07-14T00:00:00+05:00","0"
"c22e79702cd53915a04c3aadd2e5e8d9","Systems/Death/GameOverScreen/Orbituary/Stats/Days","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","160.6683|2.219359|-1028.972","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"85ee3f50328ddb39be9d0b77a2a19cec","Sheets/ServiceBrochure/PagePaintRims/Buttons/CustomColors/Bar2/ColorGreen","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","167.9163|8.121254|-1034.109","0|0|0","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
"928d90e93cc6d51e5f2cd1cfbc54f17d","GIFU(750/450psi)/LOD/Dashboard/Indicators/truck_dash_battery","InteractivePropCandidate","","","","","Unassigned","1 Unity unit = 1 metre; no negative production scale","-1353.893|8.764386|283.5035","0.021484|0.020901|0.024414","0|0|0","0|0|0","0","0|0|0","Unassigned","Backlog","NotRun","excluded","Unclassified","Unknown","Unknown","Reference record registered; no production replacement assigned in the bounded first 05A pass.","NoProductionAsset","f97a483299fca6cb709c8d6901e0688b","2026-07-14T00:00:00+05:00","0"
