StableId,SourceId,SourceObjectId,TransformId,ParentObjectId,ParentStableId,HierarchyPath,OriginalName,NormalizedName,SemanticCategory,LocalPositionX,LocalPositionY,LocalPositionZ,LocalRotationX,LocalRotationY,LocalRotationZ,LocalRotationW,LocalScaleX,LocalScaleY,LocalScaleZ,SourcePositionX,SourcePositionY,SourcePositionZ,SourceRotationX,SourceRotationY,SourceRotationZ,SourceRotationW,SourceScaleX,SourceScaleY,SourceScaleZ,ConvertedPositionX,ConvertedPositionY,ConvertedPositionZ,SourceBoundsMinX,SourceBoundsMinY,SourceBoundsMinZ,SourceBoundsMaxX,SourceBoundsMaxY,SourceBoundsMaxZ,ConvertedBoundsMinX,ConvertedBoundsMinY,ConvertedBoundsMinZ,ConvertedBoundsMaxX,ConvertedBoundsMaxY,ConvertedBoundsMaxZ,MeshGuid,MeshName,MeshAssetPath,MaterialGuids,ColliderIds,StaticFlags,Active,CellId,InteriorExterior,LandmarkTag,ReplacementStatus,TransferStatus,SourceSha256,HasGeometry,ReferenceWorldEligible,ComponentClassIds
2ed91b866e2eaf2af086d3668c11660c,msc-donor-level2-39e5c8f3,8084,44136,1533,a91509644f8e8084915448b6a9ac2775,CARPARTS/PartsMotor/gearbox(Clone)/trigger_drive gear,trigger_drive gear,trigger-drive-gear,ColliderOnly,-0.18999958,0.01517963,0.043220617,0,0,0,1,1,1,1,-17.44426,-0.3799012,-2.3845425,-0.7071068,0,0,0.7071067,1,1.0000001,1.0000001,152.53574,1.2310988,-1043.0095,-17.44426,-0.3799012,-2.3845425,-17.44426,-0.3799012,-2.3845425,152.53574,1.2310988,-1043.0095,152.53574,1.2310988,-1043.0095,,,,,99316,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;114;135
3585ec5c9bf6acbb0ac8f34ae0fba9b3,msc-donor-level2-39e5c8f3,8086,44138,33807,d3181ce3b1ec9cf606ffc0ad0c9572a3,AnimalsMoose/Moose/Offset/dead moose(xxxxx)/spine2,spine2,spine2,ColliderOnly,-0.64404017,4.862367E-08,-1.1175871E-08,1.3270007E-07,-0.2356949,-3.649908E-08,0.97182715,0.9999998,1,0.9999998,122.167,9.590012,-1477.1554,0.51038724,-0.510387,0.48939246,0.48939246,0.9999998,1.0000001,0.9999999,292.147,11.201012,-2517.7803,122.167,9.590012,-1477.1554,122.167,9.590012,-1477.1554,292.147,11.201012,-2517.7803,292.147,11.201012,-2517.7803,,,,,100733,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;54;114;136;144
7d98a243feddf7556b60689be9ca5d65,msc-donor-level2-39e5c8f3,8089,44141,5460,164a5cadc3f8ee73e5af9cded4efa6f2,Sheets/LottoTicket/Pay/01_name,01_name,01-name,InteractivePropCandidate,-0.0791,0.0262,0,0,0,0,1,1,1,1,-2.2508001,6.4901996,6.658,0,1,0,4.432104E-08,1,1,1,167.7292,8.101199,-1033.967,-2.2508001,6.4901996,6.658,-2.2508001,6.4901996,6.658,167.7292,8.101199,-1033.967,167.7292,8.101199,-1033.967,,,,aa03de8695b53aa4483598419f3228e2,,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;102;114
20496aa864308a0dff18e8fa82b28976,msc-donor-level2-39e5c8f3,8090,44142,23389,509881e16efbc92d5941dd6a1b5646df,COPS/CopHome4/Pivot/Char/skeleton/pelvis/spine_middle/spine_upper/head/Shades/eye_glasses_regular,eye_glasses_regular,eye-glasses-regular,InteractivePropCandidate,-0.13510036,0.027704688,-0.0003767344,-0.43423793,-0.55988,0.55019057,0.44188488,1,1,1,-9.983823,1.1052023,4.3550916,-0.13262288,0.6892186,0.6881781,0.1838475,1,1.0000002,1.0000002,159.99617,2.7162023,-1036.2699,-10.100769,1.0597475,4.2365913,-9.870409,1.153815,4.471819,159.87923,2.6707473,-1036.3884,160.10959,2.7648149,-1036.1532,1d1325a33c5897942a453b54eca75e62,eye_glasses,Mesh/eye_glasses.asset,f98a21a838696e240ad6a118008de65a;3c70f4743b3634c4d853f0f23009ce86,,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;33
83881a752e242d0e38d9f99d87902f60,msc-donor-level2-39e5c8f3,8092,44144,31262,8ac9dc32fc86f9b4b3da8e81ff046f57,REPAIRSHOP/JunkCar4/Parts/rpm gauge(Clone)/Pivot/needle,needle,needle,BuildingExterior,2.7402352E-06,-1.0422229E-05,-2.3769803E-06,-1.7270963E-08,-7.4169046E-05,1,-0.00023285946,0.8,1,0.8,-120.31509,-0.28065723,-948.59924,0.96633226,0.05463855,-0.24455185,0.058404155,0.8000002,1.0000002,0.80000013,49.66491,1.3303428,-1989.2242,-120.327736,-0.2832559,-948.6208,-120.281654,-0.2762275,-948.5891,49.65226,1.327744,-1989.2458,49.69834,1.3347725,-1989.2141,87f83c5a592ded747bc5d3edb1b37a44,needle_large,Mesh/needle_large.asset,90d61f2c2ba45fe449ec424594535d62,,0,1,cell_0_-4,Exterior,RepairWorkshop,DonorReference,Extracted,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,1,4;23;33
bbd2ca7372f54f6687fdb2caa5b602aa,msc-donor-level2-39e5c8f3,8094,44146,35205,9e1f6f6e44439432b745e9f06f561c06,YARD/Building/BEDROOM1/COMPUTER/SYSTEM/RAMI-Simppa&Jokke/Seikailu-Tekstit/Text-HappyHouseSofaFull,Text-HappyHouseSofaFull,text-happyhousesofafull,BuildingInterior,-3.86,0.3,4.83,0.7071068,0,0,0.7071068,0.06,0.06,0,-3.3600035,-72.66,4.830006,0.70710707,-1.837191E-08,3.431162E-08,0.7071066,0.060000014,0.060000006,0,166.62,-71.049,-1035.795,-3.3600035,-72.66,4.830006,-3.3600035,-72.66,4.830006,166.62,-71.049,-1035.795,166.62,-71.049,-1035.795,,,,0000000000000000e000000000000000,,0,0,excluded,Interior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;102
a8bf381d5b16a7005289e90787cc385c,msc-donor-level2-39e5c8f3,8099,44151,15902,7115861886267471de1ab123bfd20a8a,STORE/Boxes/wheelset steelwide(Clone)/Parts/wheel_steelwide2,wheel_steelwide2,wheel-steelwide2,BuildingExterior,-0.099,-0,0,0,0,0,1,1,1,1,-1552.9393,5.244995,1181.8749,0.8771543,-4.7058526E-07,-0.48020867,-9.990024E-07,1,1.0000001,1.0000001,-1382.9594,6.855995,141.24988,-1553.1239,5.0704036,1181.7175,-1552.7522,5.4195867,1182.0283,-1383.1439,6.6814036,141.09253,-1382.7722,7.0305867,141.40332,f1dc6cd7e9d18674fbd142fcb93454fc,rim_steel_14,Mesh/rim_steel_14.asset,be28def0eaeec6d44902b02d607ae60d,92014;93079,0,1,excluded,Exterior,TownService,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;33;54;64;65;114;114;114;114
05048bddfcd193a5465121cd24f47d9f,msc-donor-level2-39e5c8f3,8102,44154,20883,a99d92d518250ded532e4077c93a022d,JOBS/HouseDrunk/BeerCampOld/BeerCamp/KiljuBuyer/Char/skeleton/pelvis/spine_middle/spine_upper/collar_right/shoulder_right/arm_right/hand_right/BottleCan/mesh,mesh,mesh,InteractivePropCandidate,-1.1889833E-07,4.6177578E-07,5.684342E-14,-1.7677168E-08,-3.429525E-09,-0.38268334,0.9238796,1,1,1,1941.8798,7.3581386,-226.40251,-0.2868197,0.31772992,0.896213,-0.11655225,1.0000001,1.0000006,1.0000004,2111.8599,8.969138,-1267.0275,1941.7727,7.2349267,-226.53554,1941.9938,7.475384,-226.27701,2111.7527,8.845926,-1267.1605,2111.9739,9.086384,-1266.902,bd858252dfdeb924bb9c23f1b4f3cdd6,mehukatti,Mesh/mehukatti.asset,56d8bfd532b19e149a6987e1a81d1d10,,0,0,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;33
e057ac4500956389d02619a842835cd7,msc-donor-level2-39e5c8f3,8105,44157,12994,5c92de0654ccc39515087eaccaa64e9a,YARD/Building/BEDROOM1/COMPUTER/SYSTEM/RAMI-WorldsMan/WorldsMan-News-Where/WorldsMan-News-where54-text,WorldsMan-News-where54-text,worldsman-news-where54-text,BuildingInterior,4.59,0.2,-1.42,0.7071068,0,0,0.7071068,0.05,0.06,0,5.0899987,-72.759995,-1.4199926,-0.7071066,-6.592178E-08,1.323822E-08,0.70710707,0.050000012,-0.060000006,0,175.06999,-71.148994,-1042.045,5.0899987,-72.759995,-1.4199926,5.0899987,-72.759995,-1.4199926,175.06999,-71.148994,-1042.045,175.06999,-71.148994,-1042.045,,,,0000000000000000e000000000000000,,0,0,excluded,Interior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;102
efabee166c28ae59cd9a9d3584eefacf,msc-donor-level2-39e5c8f3,8106,44158,26774,72621bf2f2413c5808bf9457280b23ee,MAP/Buildings/Barn/lato_base,lato_base,lato-base,StaticProp,-0.1012002,0,0,-0.7071068,0,-0,0.7071067,1,1,1,-1192.804,-0.47,1225.8682,0.112886935,0.6980376,0.69803774,-0.11288691,1.0000001,1.0000001,0.99999994,-1022.824,1.1409999,185.24316,-1192.804,-0.47,1225.8682,-1192.804,-0.47,1225.8682,-1022.824,1.1409999,185.24316,-1022.824,1.1409999,185.24316,043fd1f61638693418bfd34969693b6d,Combined Mesh (root: scene) 6,Mesh/Combined Mesh (root_ scene) 6.asset,d00cf83d02749f44f84fa4d068cc411e,,4294967295,1,cell_-2_0,Exterior,,DonorReference,ExtractedBoundsNeedsReview,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,1,4;23;33
3781be56fd315b28251b5825ddd4d9bf,msc-donor-level2-39e5c8f3,8109,44161,28403,7cad2979408c594e58483ccbbfba7c22,Systems/OptionsMenu/Graphics/Page1/Buttons/Btn_Sunshafts/GUITextlabel,GUITextlabel,guitextlabel,InteractivePropCandidate,0,0,0,0,0,0,1,1,1,1,-0.08989978,47.718517,-1.0971628,0,0,0,1,1,1,1,169.89009,49.329517,-1041.7222,-0.08989978,47.718517,-1.0971628,-0.08989978,47.718517,-1.0971628,169.89009,49.329517,-1041.7222,169.89009,49.329517,-1041.7222,,,,e573da185fe29584cbf93c682c5aa930,,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;102
ba733b3bf3b5b19a53988a35e1645263,msc-donor-level2-39e5c8f3,8110,44162,2392,21503ee2f29a1830b73bf1b73459f5ab,JOBS/HouseDrunk/Moving/JokkeHiker1/Pivot/Char/RagDollCar/pelvis/spine_mid/shoulders(xxxxx)/collar_left/shoulder(leftx),shoulder(leftx),shoulder-leftx,ColliderOnly,-0.20027958,-8.0019236E-05,6.848574E-05,-0.11044977,0.35846412,-0.57173246,0.72967553,0.9999998,0.99999994,0.9999999,1938.9637,8.726922,-220.0025,0.3555689,0.9204593,-0.16209508,-0.0071236393,0.99999976,0.99999994,0.99999976,2108.9438,10.337922,-1260.6274,1938.9637,8.726922,-220.0025,1938.9637,8.726922,-220.0025,2108.9438,10.337922,-1260.6274,2108.9438,10.337922,-1260.6274,,,,,100734,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;54;136;144
00dbc1598b7635c6618931b8d5ffe59b,msc-donor-level2-39e5c8f3,8113,44165,34059,6d08de1b807e0758dcfbabd838c6bef5,MAP/TrafficSigns/1/sign_pole 4/sign_60,sign_60,sign-60,RoadSign,-0.041991066,0,2.14,0,0,0,1,1,1,1,-1517.8353,12.671892,-588.7549,0.37934035,0.6175985,0.60393727,-0.33156112,0.99999994,0.99999994,0.99999994,-1347.8553,14.282892,-1629.3799,-1517.8353,12.671892,-588.7549,-1517.8353,12.671892,-588.7549,-1347.8553,14.282892,-1629.3799,-1347.8553,14.282892,-1629.3799,95df965a97ac4314c94592df23deea94,Combined Mesh (root: scene) 3,Mesh/Combined Mesh (root_ scene) 3.asset,e071691763a7caa459aefd2279fafa03,,4294967295,1,cell_-3_-4,Exterior,,DonorReference,ExtractedBoundsNeedsReview,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,1,4;23;33
c6869d5134714968e3f6e00d224b31a7,msc-donor-level2-39e5c8f3,8116,44169,27936,98489d742ec14e6407f0654390a6d9ff,CARPARTS/PartsMotor/camshaft(Clone)/Bolts/MaskedCamshaft/BoltPM/bolt0,bolt0,bolt0,InteractivePropCandidate,0,0,0,0,0,0,1,1,1,1,-15.022115,-0.028578639,-2.4359808,-0.50000054,0.49999952,-0.49999946,0.50000054,0.50000006,0.50000006,0.5,154.95789,1.5824213,-1043.061,-15.029509,-0.031878654,-2.4397907,-15.012565,-0.025278619,-2.4321709,154.95049,1.5791212,-1043.0648,154.96744,1.5857214,-1043.0571,aec6c756751308a4d830708366ad5cdb,bolt,Mesh/bolt.asset,98697bae08a8c114ba9774c487f2658d,,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;33
181aea9e5a6ec018c0b00235e7291e0e,msc-donor-level2-39e5c8f3,8118,44171,6860,7228d7c53ed588bf2b8a25e8ea7ba6f3,YARD/Building/BEDROOM1/COMPUTER/SYSTEM/RAMI-Simppa&Jokke/ItemMasks/Item08Mask,Item08Mask,item08mask,BuildingInterior,-1.15,0.21,-3.22,0.7071068,0,0,0.7071068,0.65,0.65,1,-0.6500026,-72.75,-3.2199934,0.70710707,-2.988735E-08,3.431162E-08,0.7071066,0.65000015,0.65000004,1.0000002,169.32999,-71.139,-1043.845,-0.6500026,-72.75,-3.2199934,-0.6500026,-72.75,-3.2199934,169.32999,-71.139,-1043.845,169.32999,-71.139,-1043.845,0000000000000000e000000000000000,,,a491a47eeb8c308408fc57fd33ec29e7,,0,1,excluded,Interior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;33
006216468a0471cdceb753c1580ae633,msc-donor-level2-39e5c8f3,8119,44172,26762,a7f1b173daa7feabbcd4355b7426a6d5,KEKMET(350-400psi)/LOD/Dashboard/Gauges/Tachometer/needle_large,needle_large,needle-large,InteractivePropCandidate,-6.830354E-06,-0.005747498,-1.3472308E-05,0,0,0,1,0.7,0.7,0.7,55.320946,0.37815532,-86.31201,0.8144712,0.25378758,0.49813268,-0.15521723,0.7000001,0.7000002,0.70000005,225.30093,1.9891553,-1126.937,55.31345,0.3726791,-86.323074,55.33624,0.38901347,-86.28243,225.29344,1.983679,-1126.9481,225.31624,2.0000134,-1126.9075,87f83c5a592ded747bc5d3edb1b37a44,needle_large,Mesh/needle_large.asset,975498a9864d30845a366fdd8576521d,,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;33
aa27f961a707cedf2c37f0f8a72d8ea1,msc-donor-level2-39e5c8f3,8121,44174,13663,20347f518c3cb3b9b8481edf85e783bb,PLAYER/Pivot/AnimPivot/Camera/FPSCamera/FPSCamera/Drink/Hand/HandSpray/MosquitoSPray,MosquitoSPray,mosquitospray,InteractivePropCandidate,-0.06103375,0.012215002,-0.42778254,-0.24955806,-0.4296778,0.8664412,-0.04875926,-1.1111088,-1.1111088,-1.1111088,-11.161027,1.1004477,12.6385565,-0.5198525,-0.6212246,-0.27532527,0.5177155,0.8999999,0.89999956,0.8999998,158.81897,2.7114477,-1027.9865,-11.188561,1.0450956,12.610493,-11.126599,1.1387991,12.672652,158.79143,2.6560955,-1028.0145,158.8534,2.749799,-1027.9524,b0d47d6fb9ea7b04195a46670e6561f0,hus_spray2,Mesh/hus_spray2.asset,56d8bfd532b19e149a6987e1a81d1d10,,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;33
319842bf4e49d7e1bef4ab16348dfaf3,msc-donor-level2-39e5c8f3,8124,44177,9917,cc0c1a5ac094ad3274c268e535b2e4eb,INSPECTION/LOD/inspection_desk/InspectionCashRegister/cash_register_glass,cash_register_glass,cash-register-glass,BuildingExterior,0,0,0,2.9802315E-08,-7.450579E-08,2.9802315E-08,1,1,1,1,-1528.095,4.0951633,1262.5316,-0.5965908,0.37957776,0.37957817,0.5965909,1.0000002,1.0000004,1.0000001,-1358.115,5.7061634,221.90662,-1528.1564,4.2151976,1262.2806,-1528.0123,4.2826357,1262.374,-1358.1764,5.8261976,221.65564,-1358.0323,5.8936357,221.74902,c28825ac272d8c74db54522252421f13,cash_register_001,Mesh/cash_register_001.asset,e3a402cdb77854b489f7ddad50f823d1,,0,1,cell_-3_0,Exterior,VehicleInspection,DonorReference,Extracted,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,1,4;23;33
7cbe69c6b8e08497cdd165ede12ead87,msc-donor-level2-39e5c8f3,8126,44179,5844,0d8b4ec05a4201f7a3baa412c42a5b7b,YARD/Building/LOD/VenttiPigHouse/Pivot/Char/skeleton/pelvis/spine_middle/spine_upper/HeadPivot/head/Smoking/Cigarette/Shaft,Shaft,shaft,BuildingExterior,0,0,0,-1.4901159E-08,-5.2154057E-08,2.9802319E-08,1,1,1,1,-5.4150324,0.14639884,8.908395,0.15850131,0.43421847,0.8622598,0.2069777,0.8099998,0.81,0.97199935,164.56496,1.7573988,-1031.7166,-5.418981,0.14263788,8.905085,-5.3846292,0.19005015,8.945141,164.56102,1.7536378,-1031.72,164.59537,1.8010501,-1031.6798,c8e5b1cc51095764cb4fa7b55f14e3e6,cigarette_shaft,Mesh/cigarette_shaft.asset,56d8bfd532b19e149a6987e1a81d1d10,,0,1,cell_0_-3,Exterior,,DonorReference,Extracted,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,1,4;23;33
6cd6e5de8807b15f97505b152a3d497a,msc-donor-level2-39e5c8f3,8127,44180,31135,da3b9253bf577ee824285df9f3625df6,TRAFFIC/VehiclesHighway/MENACE/DeathColl,DeathColl,deathcoll,ColliderOnly,-2.0237581E-05,0.28799888,0,-5.5646517E-08,0.70710623,0.70710737,4.1126617E-07,1,1,1,-1609.8898,5.877013,273.05243,-0.465019,0.5120352,0.49900293,0.5220857,1,1,1,-1439.9098,7.4880133,-767.5726,-1609.8898,5.877013,273.05243,-1609.8898,5.877013,273.05243,-1439.9098,7.4880133,-767.5726,-1439.9098,7.4880133,-767.5726,,,,,92015,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;64
6ca7e907196a8f98589b169ee8941c80,msc-donor-level2-39e5c8f3,8133,44187,30455,c9df4ef612899850ca7d03549adb2717,STORE/Boxes/wheelset racing(Clone)/Parts/wheel_racing2/Bolts/BoltPM/bolt2,bolt2,bolt2,BuildingExterior,0,0,0,0,0,0,1,1,1,1,-1552.9669,4.3431954,1181.8594,0.9598005,-1.0658564E-06,0.2806831,-3.7376134E-07,1.3000001,1.3,1.3000002,-1382.9869,5.9541955,141.23438,-1552.9658,4.3332896,1181.8336,-1552.9462,4.3531013,1181.851,-1382.9858,5.9442897,141.20862,-1382.9662,5.9641013,141.22595,e711c8a15b1135c4089caad19b8f56e8,bolt2,Mesh/bolt2.asset,98697bae08a8c114ba9774c487f2658d,,0,1,excluded,Exterior,TownService,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;33
90d12705fc3225851fe738c20f8e777a,msc-donor-level2-39e5c8f3,8136,44190,32051,d8f0b9169a306e9cbe0d64f587df5807,YARD/Building/BEDROOM1/COMPUTER/SYSTEM/RAMI-WorldsMan/WorldsMan-News-What/WorldsMan-News-What65-text,WorldsMan-News-What65-text,worldsman-news-what65-text,BuildingInterior,4.59,0.2,-0.59,0.7071068,0,0,0.7071068,0.05,0.06,0,5.0899987,-72.76,-0.58999264,-0.7071066,-6.592178E-08,1.323822E-08,0.70710707,0.050000012,-0.060000006,0,175.06999,-71.149,-1041.215,5.0899987,-72.76,-0.58999264,5.0899987,-72.76,-0.58999264,175.06999,-71.149,-1041.215,175.06999,-71.149,-1041.215,,,,0000000000000000e000000000000000,,0,0,excluded,Interior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;102
3d3692fd545162a263c9510cddb6089c,msc-donor-level2-39e5c8f3,8137,44191,19948,52ecd4dd76e591dc17d6a884d84435a3,STORE/Boxes/twin carburators(Clone)/twin carburators(Clone)/Bolts/BoltPM,BoltPM,boltpm,ColliderOnly,-0.09524,0.0517,-0.0111,0.7071055,4.8042153E-07,1.15588406E-07,0.7071081,0.8,0.8,0.8,-1554.8738,3.7338963,1184.4508,-1.029822E-06,0.48020867,1.057646E-07,0.8771543,0.8,0.80000013,0.80000013,-1384.8938,5.3448963,143.8258,-1554.8738,3.7338963,1184.4508,-1554.8738,3.7338963,1184.4508,-1384.8938,5.3448963,143.8258,-1384.8938,5.3448963,143.8258,,,,,99317,0,1,excluded,Exterior,TownService,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;54;114;135
335b2fcc8d851a404a869b02fa3324e5,msc-donor-level2-39e5c8f3,8138,44192,21684,80c5620cfb1a415eb8c9b45fb78dd4d7,JOBS/Suski/SuskiPivot/SuskiHiker/RagDoll/thigh(right),thigh(right),thigh-right,ColliderOnly,-0.024851492,0.111792535,0.038338266,0.5508365,0.49465576,0.45064747,-0.49881038,0.99999994,0.99999994,0.99999994,-1547.53,3.733338,1178.7943,0.60721296,0.58193666,-0.42794853,-0.33091128,1.0000001,1.0000002,1.0000004,-1377.55,5.344338,138.16931,-1547.53,3.733338,1178.7943,-1547.53,3.733338,1178.7943,-1377.55,5.344338,138.16931,-1377.55,5.344338,138.16931,,,,,100735,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;54;136;144
8f66664b7eea567c3542b1810f5daf15,msc-donor-level2-39e5c8f3,8139,44193,2481,90dd6735eefdde5962010585a460ebbb,JOBS/HouseShit2/WasteWell_2000litre/well cover(xxxxx)/PlayerColl,PlayerColl,playercoll,ColliderOnly,0,0,0,0,0,0,1,1,1,1,-1298.4742,1.0530001,1132.834,-0.7071068,0,0,0.7071067,1,0.99999994,0.99999994,-1128.4943,2.664,92.208984,-1298.4742,1.0530001,1132.834,-1298.4742,1.0530001,1132.834,-1128.4943,2.664,92.208984,-1128.4943,2.664,92.208984,,,,,93080,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;65
1e9da2590f6d256f3b11b0ee251609b2,msc-donor-level2-39e5c8f3,8140,44194,34164,d68003fe6363b7e58a73d7153d12b890,"SATSUMA(557kg, 248)/MiscParts/trigger_brake_lining",trigger_brake_lining,trigger-brake-lining,ColliderOnly,0.003543939,0.5363786,-1.0206689,-0.7071068,-6.181724E-08,-6.181724E-08,0.7071068,1,1,1,-16.227413,-0.0053339005,10.353354,-0.7071068,8.429369E-08,8.429371E-08,0.7071067,1,1.0000001,1.0000001,153.75258,1.605666,-1030.2716,-16.227413,-0.0053339005,10.353354,-16.227413,-0.0053339005,10.353354,153.75258,1.605666,-1030.2716,153.75258,1.605666,-1030.2716,,,,,99318,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;114;135
8edc4ccb983cc77115e29a3a1bf2b33a,msc-donor-level2-39e5c8f3,8141,44195,18768,2d13fd7b02beea962d6b35eaa1c283a9,JOBS/HouseShit5/LOD/ShitNPC/ChairPlastic,ChairPlastic,chairplastic,StaticProp,0.010213114,0.05299998,-0.0057479646,0.5078923,-0.49198097,-0.4919814,-0.50789225,1,1,1,1583.3582,4.0160003,654.57794,-0.6324806,0.31617737,0.31617808,0.6324805,1.0000001,1.0000001,1.0000001,1753.3381,5.6270003,-386.04706,1583.3582,4.0160003,654.57794,1583.3582,4.0160003,654.57794,1753.3381,5.6270003,-386.04706,1753.3381,5.6270003,-386.04706,da5556c75d8da57479bba403afaac84e,Combined Mesh (root: scene) 11,Mesh/Combined Mesh (root_ scene) 11.asset,a6b073589b71d114ca5abb007a0db79f,92016,4294967295,1,excluded,Exterior,,DonorReference,ExtractedBoundsNeedsReview,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;33;64
cc6ea985a971aad2e69abe62343811cd,msc-donor-level2-39e5c8f3,8146,44200,33414,aae6072870f9aed1180c937ed8f6614c,GUI/HUD/Hunger/Pivot/HUDBar,HUDBar,hudbar,InteractivePropCandidate,0.75,0,0,0,0,0,1,1.5,0.3,1,-10.115001,8.8,0,0,0,0,1,0.15,0.3,1,159.86499,10.411,-1040.625,-10.115001,8.8,0,-10.115001,8.8,0,159.86499,10.411,-1040.625,159.86499,10.411,-1040.625,0000000000000000e000000000000000,,,655bfa19851bcaa44b4d9142448fc825,,0,1,excluded,Exterior,,DonorReference,ClassifiedNonWorld,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,0,4;23;33
ca17bc7c04823b516fc70d00674c8957,msc-donor-level2-39e5c8f3,8153,44207,29089,0f7f5b6d3ee6574d2ab5268f4e6997c6,YARD/Building/MIDDLEROOM/DoorRear/Pivot/Handle,Handle,handle,ColliderOnly,0,-0.692,0.025,0,0,0,1,1,1,1,-11.0334,0.48724532,4.443621,-0.70710707,5.61999E-08,-1.07904775E-07,0.7071065,1.0000002,1.0000002,1,158.9466,2.0982451,-1036.1814,-11.0334,0.48724532,4.443621,-11.0334,0.48724532,4.443621,158.9466,2.0982451,-1036.1814,158.9466,2.0982451,-1036.1814,,,,,99319,0,1,cell_0_-3,Exterior,,DonorReference,Extracted,39e5c8f38edd83652325b403e06449eb6fe4e5c588e4dad2bf04b5c9ff406c31,1,1,4;114;135
