SourceObjectId,StableId,MeshGuid,SubMeshIndices
6097,8f23c5945c451a654addecdf05a79dfe,aaed5451b51c5884aae1b7d0b759a718,67
6103,8eb5122d77e12287ba36daef701c884e,adda240458961f94fb196c3a1ab84139,154;155;156
6121,bccdf1a7a2e7334eb171b769aa0d35bf,98bae769cdfd5484f9f976ca5697b099,5
6151,cf9f08a78b1c8c358bd46ddd8e9fe5bc,adda240458961f94fb196c3a1ab84139,21
6153,5321706220112780baeed0bbe56912b3,adda240458961f94fb196c3a1ab84139,216
6180,b65aa3633c2205bed0f875cd73dcba4e,ca253820b91d15442b2e5f464a584cfd,14
6186,83a75ec303d14bad584e99c8a5a586f3,adda240458961f94fb196c3a1ab84139,84
6285,32d73fa37b1d1f9e1869e775bcb26c46,043fd1f61638693418bfd34969693b6d,55
6307,57a061258f52901e29334f3047dac981,adda240458961f94fb196c3a1ab84139,85
6308,0b8f651181993488fe2faf42b5a932fb,66d43b09152d4884c853d2a846b27c11,324
6310,6ccfd48a8989de050ec083cb97470cce,d20ce86ce58c597468f6618f51f7e1c9,79
6349,6a89b3c86002778f6259740eb5a4ae44,adda240458961f94fb196c3a1ab84139,22
6350,ddb80545ab93835c0d3ae6efa5ff8888,adda240458961f94fb196c3a1ab84139,27
6351,21e0e05e8ec0cdb60a440b4f32715fc7,95df965a97ac4314c94592df23deea94,122
6352,2e9afa9d0414798ef0c91cdaa5a95397,da5556c75d8da57479bba403afaac84e,24
6396,876e6f7789f2381600b2ca4c36f08184,66d43b09152d4884c853d2a846b27c11,309
6421,4205f69e2fd0b68194b414ab82c53cfd,95df965a97ac4314c94592df23deea94,89
6436,544629484281dd807323b76f7ff61558,95df965a97ac4314c94592df23deea94,90
6500,2f9a0a5880657c667552f7475efbabe8,66d43b09152d4884c853d2a846b27c11,48
6506,7bc21a9b986133faaff0588d3494be43,da5556c75d8da57479bba403afaac84e,48
6518,fa8336009a93704dd3a961482856a21a,a7cb070b49a4b7f41abf584480006353,93
6537,0dee8ccbbbb3c57c5d8a3dd506db6755,043fd1f61638693418bfd34969693b6d,23
6554,82fb2f4173ef86092ba1e7aa2c496936,d20ce86ce58c597468f6618f51f7e1c9,1
6564,2ba413fd667b5d7d78eb69c64da0e1a2,95df965a97ac4314c94592df23deea94,86
6574,f4ab2e0602b7469e3e391dd4df233ac8,a7cb070b49a4b7f41abf584480006353,60
6594,8e03763234064d2abf874f03c239751d,a7cb070b49a4b7f41abf584480006353,21
6598,1509e9ac5429356c345b80b0f02c585d,adda240458961f94fb196c3a1ab84139,24
6618,0086781702ba5cb80dbf0dbb8f875acb,043fd1f61638693418bfd34969693b6d,28
6639,3a920d9c8c928dbb6164e439687af0cf,95df965a97ac4314c94592df23deea94,215
6640,411bbfeec4a471af4520ea03dd7f7cff,66d43b09152d4884c853d2a846b27c11,265
6682,ed65e0cb7254d736c438c837bbfa97a9,66d43b09152d4884c853d2a846b27c11,415
6694,64de90ba374b15503411f9837b7b48c8,6cc499f220f49dc44b33548b003b1457,40
6695,66dc4e6b803c821e469cb49fbc45ad66,adda240458961f94fb196c3a1ab84139,46
6723,4a790a6835b23aa59b8a25bfd3f02b1d,da5556c75d8da57479bba403afaac84e,42
6808,e16f6e1e77b110ee14c65dde8f1b36dd,043fd1f61638693418bfd34969693b6d,63
6843,7daf267bf36a08f9c4b0df242b2d57ab,95df965a97ac4314c94592df23deea94,63
6882,19ff6f10379df2e3da740b8f34c25f1b,66d43b09152d4884c853d2a846b27c11,68
6890,c9e5cdc910e410b00dbd1a7ee21e0375,95df965a97ac4314c94592df23deea94,82
6938,eaf0362179091c79da9f6728b3c5fdc1,ca253820b91d15442b2e5f464a584cfd,22
6945,78cbbed5197083e7a176cffb4d914a93,66d43b09152d4884c853d2a846b27c11,475
6978,5451dfbf0bf88534a6296f3e64c0f76a,66d43b09152d4884c853d2a846b27c11,342
6991,543725df6b4facfb660d89965e34b470,deb86cb7823284643bb94aab291cb5ef,6
7065,4f6ac2527ef70e970cb89ef70baaefa9,95df965a97ac4314c94592df23deea94,75
7079,cf7d484a33c5011d30dec3731dd0cba4,a7cb070b49a4b7f41abf584480006353,7
7080,fe980212054fd24ac0bf9a9fa7aee8d2,ca253820b91d15442b2e5f464a584cfd,65
7092,dbb2b1a602ed1a95cb4164ea0be51a3d,95df965a97ac4314c94592df23deea94,158
7102,2e92c3fc0d8a68b823020d4b73da72e4,deb86cb7823284643bb94aab291cb5ef,20
7132,580625aaa9c3f6369a3c1988e2824117,95df965a97ac4314c94592df23deea94,153
7159,8bfd98df7667291df3d8aa6cad0089cb,66d43b09152d4884c853d2a846b27c11,431
7163,598b9c85cc6ffe0d816ae5c5aa28f0ec,adda240458961f94fb196c3a1ab84139,199
7208,1b48ad9e725f606b0144e8628afbc8e6,66d43b09152d4884c853d2a846b27c11,249
7225,46289d5d43af3e91c0f55982bbf6e94c,ca253820b91d15442b2e5f464a584cfd,2
7251,f4aee455006e8704c8067e808c6872cf,deb86cb7823284643bb94aab291cb5ef,5
7269,5e24241be55fc8a65159364dd4d4357e,deb86cb7823284643bb94aab291cb5ef,13
7285,78cd4e52ea77a3f108f19a649e5d40b9,66d43b09152d4884c853d2a846b27c11,206
7286,6e8f0860af5ef35daf1839dd4e5584f1,a7cb070b49a4b7f41abf584480006353,107
7291,a3d8087e9bc8482b42e2d2d2501e351f,ca253820b91d15442b2e5f464a584cfd,47
7298,485dcefcab3ca33c4ba15cadbe2a7331,95df965a97ac4314c94592df23deea94,163
7305,52a152f12b22ee84531f070cd53a361c,66d43b09152d4884c853d2a846b27c11,345
7316,568475154506ddfe2e0267bb9be17557,deb86cb7823284643bb94aab291cb5ef,30
7328,6232163dacd5c2260465385c7d213260,adda240458961f94fb196c3a1ab84139,111
7350,73fdc081416b9c4c42c7840056413792,043fd1f61638693418bfd34969693b6d,67
7434,e31609a067027cd6bafdbf4b500e6cd8,adda240458961f94fb196c3a1ab84139,59
7481,05aecc2c0cd47ac8dcfc1e7e4467c689,6cc499f220f49dc44b33548b003b1457,46
7484,ad05e77d06a45bc125a4fc56967a51eb,ca253820b91d15442b2e5f464a584cfd,82
7488,c9e1e7aaee49435390a6d89a79970856,adda240458961f94fb196c3a1ab84139,211
7509,1b439452e1daaf9662395292042d1171,aaed5451b51c5884aae1b7d0b759a718,40
7520,e8c73b7feb3edb58bd6db501f033b25c,aaed5451b51c5884aae1b7d0b759a718,41
7557,7d03df11e04bc4ec0ca99bff0ec372a8,ca253820b91d15442b2e5f464a584cfd,84
7558,c7d62db4ed3fca5126aaad43016658da,deb86cb7823284643bb94aab291cb5ef,0
7568,58809354387a1087b1d3da4e7f1f933c,66d43b09152d4884c853d2a846b27c11,262
7601,db1c0f3e6268add16ff536b38bed297b,adda240458961f94fb196c3a1ab84139,20
7611,b2cc1ba30bb03f1c8c9c23c2e1059bd6,adda240458961f94fb196c3a1ab84139,209
7620,6d7996fc55fe326f227498f9d1293340,66d43b09152d4884c853d2a846b27c11,476
7635,55a7c144adc0447445a9bd46ccc0d69f,aaed5451b51c5884aae1b7d0b759a718,59
7650,997c0dce490a56097f1f67c2d69c3ed5,d20ce86ce58c597468f6618f51f7e1c9,80
7671,f9c2601992b5bffca220a256c6e4540a,922135cc8cab2184d8139d2e28ae5293,39
7675,ee66cc81fdf513b6475691a671b9d31d,66d43b09152d4884c853d2a846b27c11,409
7680,5f63d2b5a8baa1ce35297a81b136dabd,66d43b09152d4884c853d2a846b27c11,333
7723,6acdf74ed7af898b52921f3b97d38bf2,a7cb070b49a4b7f41abf584480006353,20
7725,463012bc3a35fc6801ff7364450d19df,a7cb070b49a4b7f41abf584480006353,85
7726,cd829b0cdc2d3bfcbd1ac55e446501ef,66d43b09152d4884c853d2a846b27c11,417
7741,70da402ecbba106b45053e8ae3620a19,7353eae76a976394685746ea0bf74bcc,25
7769,8a446bcad434a21dbd3378d99977aaeb,adda240458961f94fb196c3a1ab84139,56
7789,2c16ef74054badb38120131f94037d7e,95df965a97ac4314c94592df23deea94,85
7812,7ea43609f3ccd8ae29177bf480f9732d,7353eae76a976394685746ea0bf74bcc,36
7823,5922254ed391973d33d7babd6be0b89f,95df965a97ac4314c94592df23deea94,257
7831,fe83f929c05c0f23afd39a66071cd8d1,95df965a97ac4314c94592df23deea94,235
7846,34546129694981a523c511766ef0cb5c,66d43b09152d4884c853d2a846b27c11,377
7875,da9933f2818c536eee47063b8d85e395,043fd1f61638693418bfd34969693b6d,83
7905,02bf56c97d3623c253de87f2a74402b9,043fd1f61638693418bfd34969693b6d,16
7911,e6a5ecb42b0384c85b8e3c7d4bc7a4b4,66d43b09152d4884c853d2a846b27c11,63
7960,6427513a6c2643e03a87d26467e31d98,ca253820b91d15442b2e5f464a584cfd,59
7976,3d1ec9ef12565953b0a0b298548d417f,66d43b09152d4884c853d2a846b27c11,268
7987,0d9bf096171cce2d8ba444857e3198f9,a7cb070b49a4b7f41abf584480006353,51
7997,0405f90bff841baf40ec5978dea26e04,95df965a97ac4314c94592df23deea94,272
8003,9352cf444b0e70a70ebcf544cd83709b,66d43b09152d4884c853d2a846b27c11,473
8007,b9bd6324514b37d652a1be53f910e28f,95df965a97ac4314c94592df23deea94,102
8020,978458bfcb74545c4857e6f513519e41,66d43b09152d4884c853d2a846b27c11,74
8024,8ed2eed3cbc93c83235d5600a011ef69,95df965a97ac4314c94592df23deea94,224
8026,04b760e2f998548e369eeea1c17cfb80,adda240458961f94fb196c3a1ab84139,76
8048,40e4bba9a87c5b624d30d7e0e9dacb9a,da5556c75d8da57479bba403afaac84e,8
8056,f754f54942f6af894ba653b99832c7e5,66d43b09152d4884c853d2a846b27c11,187
8106,efabee166c28ae59cd9a9d3584eefacf,043fd1f61638693418bfd34969693b6d,92
8113,00dbc1598b7635c6618931b8d5ffe59b,95df965a97ac4314c94592df23deea94,148
8158,8f53d93c800810199465ee6f10f6fac6,a7cb070b49a4b7f41abf584480006353,121
8208,e4137d54b9f0fa63fcfcd316ab72444d,95df965a97ac4314c94592df23deea94,252
8266,aebb345d4a8f8f5c2026ecd214e3d8da,ca253820b91d15442b2e5f464a584cfd,97
8363,e2983bbcc40183842f33b04b6b5e76c2,66d43b09152d4884c853d2a846b27c11,474
8400,f7f4420bc6fc41570a8f315f94d2f87a,043fd1f61638693418bfd34969693b6d,26
8411,88c163215bde807f68a96bfa42e02974,adda240458961f94fb196c3a1ab84139,65
8424,17810ae241e9b01618824043373205cb,043fd1f61638693418bfd34969693b6d,31
8432,a556c8778c35a2fe710f807d6d1cc3c4,66d43b09152d4884c853d2a846b27c11,240
8444,5fe489c7fb9933a7a2bc4847a3eb3c68,043fd1f61638693418bfd34969693b6d,8
8450,ebccd891c95f483a5ec008996f26c97c,7353eae76a976394685746ea0bf74bcc,12
8454,3156a1bff92395ee0fbfe7521b9352e3,66d43b09152d4884c853d2a846b27c11,76
8473,f2a6b8bbbaf0e0c1fcff5a7b0db0113e,922135cc8cab2184d8139d2e28ae5293,13
8483,f7d91167b8f0277acb7af4c45cee4e71,adda240458961f94fb196c3a1ab84139,55
8491,54cbc4eb18dbd59e5e34acb656f1fdf0,043fd1f61638693418bfd34969693b6d,19
8516,b013a0f7e73bde76956a768951f33376,a7cb070b49a4b7f41abf584480006353,112
8520,ab1868519929fba800d4d786cc29618e,95df965a97ac4314c94592df23deea94,189
8521,3e8bed7c72cc181e9967471680b8ecbf,66d43b09152d4884c853d2a846b27c11,361
8585,c9c7f4ae0eac0d0fb3a4c12d4d33236c,66d43b09152d4884c853d2a846b27c11,383
8615,6f8581522aa199f3cb4b69012d4f7f6e,da5556c75d8da57479bba403afaac84e,20
8628,04e8de3e92bc488980238f2ac718d27b,6cc499f220f49dc44b33548b003b1457,34;35
8639,1704d967080fa78707fe486f215b2811,6cc499f220f49dc44b33548b003b1457,39
8697,17bda35f2dde51f8d17892aea51c3079,043fd1f61638693418bfd34969693b6d,36
8704,0026fbbc3095c4d106ff78e04b3ed3da,adda240458961f94fb196c3a1ab84139,180
8732,aa59edbf463128dddbe868aaa57c286d,922135cc8cab2184d8139d2e28ae5293,46
8735,09728e3f7587f4db9a3305fb32769d84,66d43b09152d4884c853d2a846b27c11,71
8781,229355087305e2d515f98b852d65da88,66d43b09152d4884c853d2a846b27c11,354
8788,c7f2e654c88f6272a157290e3bb652ca,7353eae76a976394685746ea0bf74bcc,13
8789,b51994a86756e1950f5db3d940b30376,95df965a97ac4314c94592df23deea94,209
8794,d1f3c18aba455d2d983ca9e293339fbe,95df965a97ac4314c94592df23deea94,95
8796,0ded929b8d7e6bb5847a44e299c07768,a7cb070b49a4b7f41abf584480006353,90
8800,70e3a788603cdce10a4f6f6cc1bebfa2,adda240458961f94fb196c3a1ab84139,172
8813,f4bae54f8daef0bd27967e7c5090a1c0,a7cb070b49a4b7f41abf584480006353,30
8837,0c69ddcf50c259cac019725ca1238dcc,66d43b09152d4884c853d2a846b27c11,412
8865,64394852f0947706e80a2a558069fa53,66d43b09152d4884c853d2a846b27c11,52
8880,5b3e05ba0c1362f86ceb10538db83035,adda240458961f94fb196c3a1ab84139,4
8896,3f39e8b39f53175d8564fde4e63d0919,95df965a97ac4314c94592df23deea94,187
8913,7535e21803f1f528892aee20752f7dbc,d20ce86ce58c597468f6618f51f7e1c9,2
8931,861e691433df2a741855f7546340ec4a,95df965a97ac4314c94592df23deea94,88
8947,c4af9ab626d6fbb107f863b0b535c721,95df965a97ac4314c94592df23deea94,196
8952,070bd5555bb14be7f535fe9755df71af,66d43b09152d4884c853d2a846b27c11,478
8958,35617a145297c4d6cb70a8ab9478bcda,adda240458961f94fb196c3a1ab84139,0
8998,6d4a387bd94c67634227c3563884f648,da5556c75d8da57479bba403afaac84e,60;61
9032,d4b89be52e7ade618aef22ffcaba156d,95df965a97ac4314c94592df23deea94,178
9046,61dace5cdc3bea50a06f34f0fabcd2e9,66d43b09152d4884c853d2a846b27c11,305
9060,5d14830d64c7eb3a225866038f5b201b,6cc499f220f49dc44b33548b003b1457,29
9074,abf1f1041b1a212cf00366d1b2afc6ae,7353eae76a976394685746ea0bf74bcc,6
9077,3f48c3f8da113c762f5ef4d32409e45c,6cc499f220f49dc44b33548b003b1457,87
9103,57c48d5032aa9ddb79c58eb7daab42b2,ca253820b91d15442b2e5f464a584cfd,6
9107,fa3fd2d679852533c027441df509e3ab,6cc499f220f49dc44b33548b003b1457,42
9165,1e048f5e60d62f5a0fc8ad85125c4fdc,043fd1f61638693418bfd34969693b6d,100
9192,b1bbaeca23d53a0db38f07b3a664647d,d20ce86ce58c597468f6618f51f7e1c9,110
9325,f6671f81d00af3249371f5dc5565a0aa,6cc499f220f49dc44b33548b003b1457,52
9337,450510e720a076d53aeb44a05dd6480d,95df965a97ac4314c94592df23deea94,104
9351,15f4d6cfffd0a40b295afc61263b85ee,6cc499f220f49dc44b33548b003b1457,69
9353,c45959bf0463f0ec3431744757f79ccd,66d43b09152d4884c853d2a846b27c11,480
9425,29a30f4762c2e56b22c91263035533f4,95df965a97ac4314c94592df23deea94,105
9441,d62d97ce2bad7df69fa914a3afc6b5bb,adda240458961f94fb196c3a1ab84139,205
9456,68a144e6b5826aa667733b2cabc00c1a,a7cb070b49a4b7f41abf584480006353,77
9510,d5041f76095e151e26bd148967ea16da,da5556c75d8da57479bba403afaac84e,52
9521,e9fd1c1f1ffe9428d0bb2f67285b6c6a,da5556c75d8da57479bba403afaac84e,51
9589,127de4bab09bcff9814e99c7ff16ffcc,66d43b09152d4884c853d2a846b27c11,463
9595,dbaa9a59b3003a40832be5483dd3041d,95df965a97ac4314c94592df23deea94,107
9596,2215d7baab56b105c98e4b0dd70136e7,66d43b09152d4884c853d2a846b27c11,60
9635,d694802c4bba1a25a03615b79ece695e,98bae769cdfd5484f9f976ca5697b099,11
9638,9967a97b1e9220588aa80113d841fc9e,95df965a97ac4314c94592df23deea94,106
9647,e0b27e9a250cc41addec58694b960bf3,043fd1f61638693418bfd34969693b6d,2
9660,aabe46ea2b7c4d171fb9e8dc081f824f,043fd1f61638693418bfd34969693b6d,121
9667,beac8b7c6343d893e73426ec32171eae,7353eae76a976394685746ea0bf74bcc,4
9674,6737e72920f4e1d521c172dfb330840f,adda240458961f94fb196c3a1ab84139,142;143;144
9717,3b2b26cb91aa51c9f2577b0de6e3fe4e,a7cb070b49a4b7f41abf584480006353,157
9751,44a70b682b2d3d9ad259f6f5cd4a54e0,6cc499f220f49dc44b33548b003b1457,74
9758,b6a2b787c11a575101f465aa44a5a619,66d43b09152d4884c853d2a846b27c11,58
9782,44c73de2512df8dcf30d30e89e2b66cc,da5556c75d8da57479bba403afaac84e,92
9783,be9cf9f364a3c3030c5fe01cd093f55e,a7cb070b49a4b7f41abf584480006353,55
9812,26e1d6aafda1da3d16c7236dc94def8f,ca253820b91d15442b2e5f464a584cfd,54
9815,8206bd23279524743caa8e2f593438dc,66d43b09152d4884c853d2a846b27c11,311
9839,21866e2c9603917eb8b20157bd740ab5,deb86cb7823284643bb94aab291cb5ef,68
9928,4537476439961c1de43e42f706698700,deb86cb7823284643bb94aab291cb5ef,61
9931,b1b4fc61eeb2ced6dd35bce14055a082,95df965a97ac4314c94592df23deea94,100
9937,069db5b8ec673ce5bf0a1b46b7e7f3f7,043fd1f61638693418bfd34969693b6d,18
9938,b7832cb8e0c8d4e4a36c0cce7e012e76,043fd1f61638693418bfd34969693b6d,102
9963,8b4070d0272714a790970c7f3fa788f8,66d43b09152d4884c853d2a846b27c11,464
9970,94e743ac56d9dc2205317821648ee677,043fd1f61638693418bfd34969693b6d,76
9982,b651d7328713507a44f6a770d39618b8,66d43b09152d4884c853d2a846b27c11,57
9995,8de136617090f48a8184eaa37a261a02,66d43b09152d4884c853d2a846b27c11,465
10000,314ad75bae2208d574f126ff939b023a,ca253820b91d15442b2e5f464a584cfd,43
10029,9d6643c2d428e995675473101d845f42,d20ce86ce58c597468f6618f51f7e1c9,99
10045,1a46681ec986fa1c8bd69c8f64b68f0a,66d43b09152d4884c853d2a846b27c11,328
10069,29636cf4b93eddb298f4105494cfcd4f,a7cb070b49a4b7f41abf584480006353,26
10092,7d8aaa8579f0b22b6689efbd10325c21,ca253820b91d15442b2e5f464a584cfd,37
10094,9fe25f2e2f99752141c68891eb46aad8,adda240458961f94fb196c3a1ab84139,185
10135,0456122f839ed8be2c81c1c799481159,da5556c75d8da57479bba403afaac84e,112
10148,63647d21fc19c43864a0c000ce2c3404,adda240458961f94fb196c3a1ab84139,129
10179,24717fb58a717fdddb2eb49caa4b9033,7353eae76a976394685746ea0bf74bcc,14
10218,40b875519b941f2cd2500427628c3c4a,66d43b09152d4884c853d2a846b27c11,196
10230,f0743ecfa24ad255650ec00fdfee3d5f,adda240458961f94fb196c3a1ab84139,127
10253,1237aba5b182b4ba215cc5912b1eeeaf,66d43b09152d4884c853d2a846b27c11,460
10259,3c6b6a98e2dbf1820362e2f2d3323ee8,7353eae76a976394685746ea0bf74bcc,22
10282,6d8b9c335f02887f7178c7987783053e,66d43b09152d4884c853d2a846b27c11,461
10314,4ed8ebc3a71d9c895789064ca46e358f,66d43b09152d4884c853d2a846b27c11,401
10420,fa0dc3a07a779ee3e1ba5c35ca0c699f,da5556c75d8da57479bba403afaac84e,101
10428,75cbe5dd7f10c89412f9f0c1d057e645,ca253820b91d15442b2e5f464a584cfd,81
10435,e9badc0917b89cea14c4854f2d820a84,66d43b09152d4884c853d2a846b27c11,98
10450,cf0f7e1402e598f85dd0e438c90ecb93,66d43b09152d4884c853d2a846b27c11,314
10475,1f9b558b6b736aff90218d6f698262fe,a7cb070b49a4b7f41abf584480006353,25
10520,f98ca14ad55fd9048885a3109cd63e9f,043fd1f61638693418bfd34969693b6d,43
10521,0f5f902adb5d642beb813edc0868d38e,66d43b09152d4884c853d2a846b27c11,438;439;440
10525,b8de7336e204fae3ba333227b3e94d19,66d43b09152d4884c853d2a846b27c11,381
10527,6407da435d04a71d0ade09ad629794ac,95df965a97ac4314c94592df23deea94,73
10537,f3ded4477c8935ddb7d66c204aaacbf9,adda240458961f94fb196c3a1ab84139,87
10600,67e25d6bf16885c659d1ed4d6ad4eea8,043fd1f61638693418bfd34969693b6d,45
10610,f110603332c97e19baf46ebb6ff21408,66d43b09152d4884c853d2a846b27c11,469
10618,4f029ec21b11ef29ee69979a2649167a,adda240458961f94fb196c3a1ab84139,202
10655,4877669b0492e46cf709f12feead8d95,a7cb070b49a4b7f41abf584480006353,165
10660,598d32f0a2b76eb89a6ab8cf648745d0,922135cc8cab2184d8139d2e28ae5293,42
10675,89b8928308fbb40fbbd1142e7cd3f200,66d43b09152d4884c853d2a846b27c11,470
10700,0da9d7919fe72405a596b229cca6c44e,adda240458961f94fb196c3a1ab84139,49
10713,09c76748b46bf8391f67908c8bde6288,043fd1f61638693418bfd34969693b6d,129
10721,db0baeb31bf1da9c7af8115cd9b9653e,adda240458961f94fb196c3a1ab84139,196
10730,832031a8a0464fa78cda51887b6d2513,da5556c75d8da57479bba403afaac84e,28
10733,624b7ed6706e1c890f2d837bb816d7b5,95df965a97ac4314c94592df23deea94,68
10738,4cff5bdf7489856f05d1ed5088c51ec6,deb86cb7823284643bb94aab291cb5ef,2
10789,f565b4f3ed4d05599c061a646292ba0b,95df965a97ac4314c94592df23deea94,113
10823,a48f2b10458a470688c2b08ffe1cada1,aaed5451b51c5884aae1b7d0b759a718,61
10840,8eadaabbe47ee340b5c74061d5d83a67,66d43b09152d4884c853d2a846b27c11,471
10841,94020b270381c56888616bc9592afe95,adda240458961f94fb196c3a1ab84139,42
10857,333a34a84c9dce6d1db18a58f5f3ebdd,043fd1f61638693418bfd34969693b6d,108
10921,c6bf9462fb582746c0a21e0f0febd41a,66d43b09152d4884c853d2a846b27c11,362
10924,dbd1914c53f2de83c15f3aa59ffbd0c3,98bae769cdfd5484f9f976ca5697b099,30
10939,5425de8453c2a3886a8944eb63641735,95df965a97ac4314c94592df23deea94,265
10957,4b47a0afcb989325b9d51ee5a5b0f1f7,6cc499f220f49dc44b33548b003b1457,45
11021,2330e1aad13e56cd4b79cd3026cf75db,ca253820b91d15442b2e5f464a584cfd,111;112
11022,73a1107f9db3f06b62eee034c1e4ee3e,95df965a97ac4314c94592df23deea94,197
11053,930adb0f9015fe49054c8f942ffca3ee,a7cb070b49a4b7f41abf584480006353,134
11064,09286ac15d548f6831d3db491abe4946,95df965a97ac4314c94592df23deea94,66
11088,f70837a36d1e3997c52555d5b9ad6ebb,adda240458961f94fb196c3a1ab84139,222
11104,513ca98fcad9d40992276a8fd21d8eca,66d43b09152d4884c853d2a846b27c11,96
11135,30eb5d5ff1481a1c0166fa97c2e832de,043fd1f61638693418bfd34969693b6d,9
11154,aa5ec14b2c38c31f5af1801b004f17d3,95df965a97ac4314c94592df23deea94,180
11179,6975a78826ea05329b58311c5c41a6f6,95df965a97ac4314c94592df23deea94,167
11188,1d35d1ae616e8488b23b6020f3c32085,a7cb070b49a4b7f41abf584480006353,63
11192,ba653c2356f3c338bf05d8fe6a63d4e8,95df965a97ac4314c94592df23deea94,84
11200,252d88278b9f078f232691c06197dee4,6cc499f220f49dc44b33548b003b1457,60
11203,0acd4334255239961df20645f0c75c2b,ca253820b91d15442b2e5f464a584cfd,68;69
11242,df25901e440972c689c58be1e3328d93,aaed5451b51c5884aae1b7d0b759a718,18
11253,adde6e71659b6dde6f86171270d7ffc2,6cc499f220f49dc44b33548b003b1457,59
11266,df9fc02aafdcfb59bf3b29e3337f026a,ca253820b91d15442b2e5f464a584cfd,70
11271,e4b97b7ba355a3009c619f31aa4a3516,66d43b09152d4884c853d2a846b27c11,100
11273,54369765c04baa15a4aa3aff613ae4d9,66d43b09152d4884c853d2a846b27c11,212
11286,bcb7fbe69f32ba1863164b3ba130fb53,deb86cb7823284643bb94aab291cb5ef,29
11309,0fae4450beb24b707a22d560330bec7a,adda240458961f94fb196c3a1ab84139,177
11314,51b437f03de509426b99afaca9fdad71,66d43b09152d4884c853d2a846b27c11,468
11350,c2a9c82c3669f89318e89fe4121a770c,deb86cb7823284643bb94aab291cb5ef,32
11383,5932b55f3271258a8aad2ad0979ffa29,98bae769cdfd5484f9f976ca5697b099,4
11408,3fcee8506d57e11367c4f01c29efe4d1,043fd1f61638693418bfd34969693b6d,106
11447,51d525da4384f5f0f7447650b35b12c2,a7cb070b49a4b7f41abf584480006353,127
11459,de8411e4d6704df9046bfedc3b1ddff2,95df965a97ac4314c94592df23deea94,83
11505,da78a0f14b3baccd994859ffd289eee9,deb86cb7823284643bb94aab291cb5ef,38
11513,cdbdff492dcc56bf758b555b1d0c412c,ca253820b91d15442b2e5f464a584cfd,42
11551,28f58f4e5e9101227e34be38df73521e,922135cc8cab2184d8139d2e28ae5293,20
11561,9ef59b04e3df187e760fa86fa5fdd8d7,d20ce86ce58c597468f6618f51f7e1c9,19
11568,ec1e6b35cfe12a3de622cf023eecd017,deb86cb7823284643bb94aab291cb5ef,44
11582,88a00c5f3c4781f03219c33ebeb2281e,043fd1f61638693418bfd34969693b6d,123
11731,7c8510806f4917e424a9e6f9b9070f08,a7cb070b49a4b7f41abf584480006353,136
11743,8440388b87ecd835cb8669746ac7b3c6,043fd1f61638693418bfd34969693b6d,42
11760,aa85f49cda14bfe89eb4844e0368e66d,adda240458961f94fb196c3a1ab84139,45
11777,7a9101fe7095437edc6457801233c5ab,deb86cb7823284643bb94aab291cb5ef,39
11782,342a5b47a5b92024384023674861d42f,a7cb070b49a4b7f41abf584480006353,135
11818,13c2f186b6412e434d52bd8d090ef4b9,ca253820b91d15442b2e5f464a584cfd,56
11822,44073cdd614ffbad15114ee91b44e633,da5556c75d8da57479bba403afaac84e,57
11876,45b62d8827d613609970051bd66f4de2,922135cc8cab2184d8139d2e28ae5293,7
11879,d5c57b198e72aa4a612559e32eb531ea,922135cc8cab2184d8139d2e28ae5293,18
11920,68292565e47307368f4fbfdc2b57a5ae,95df965a97ac4314c94592df23deea94,211
11931,5f1cdec1251e03aacc6d9fbaaf8bdb2c,ca253820b91d15442b2e5f464a584cfd,35
11952,f6ed981268920a4507c53d4fde7881e5,d20ce86ce58c597468f6618f51f7e1c9,17
11963,ba2c5e7b26e8db440c6e98473f7d3c5b,aaed5451b51c5884aae1b7d0b759a718,7
12003,0bb587694342a29f6c0df74b7ff4f2bd,043fd1f61638693418bfd34969693b6d,84
12098,99f9af2e11ab75bb4eb2badc879d64a1,d20ce86ce58c597468f6618f51f7e1c9,24
12117,e598dca7a81059327448dac468a57a38,adda240458961f94fb196c3a1ab84139,18
12122,688dd5ddf14dca1d8f66154319a935b6,95df965a97ac4314c94592df23deea94,217
12149,ffe20603da65959b5fb2ea6834996f71,95df965a97ac4314c94592df23deea94,118
12151,ac2fb98c4205ee44ed8a0c67abeb5175,95df965a97ac4314c94592df23deea94,203
12200,1d11059ae03bcb0e5d3a62a5449504bc,a7cb070b49a4b7f41abf584480006353,138
12201,8fcbe8a8c7e84ae250f1a907323ebfaa,66d43b09152d4884c853d2a846b27c11,84
12211,ffdae77864d6a2cdb89189845f1c79cc,922135cc8cab2184d8139d2e28ae5293,28
12216,e9ca7d8b41a8fd4d2d838157f90c49a3,a7cb070b49a4b7f41abf584480006353,139
12218,3c25f6b629a695f1d4236c4cb75d492c,98bae769cdfd5484f9f976ca5697b099,32
12235,59ace4aabb8d1d80ded8629b90a2b6ee,a7cb070b49a4b7f41abf584480006353,137
12310,ef00fea952110db35e5027f3a4e66e7d,66d43b09152d4884c853d2a846b27c11,78
12349,3695805bee93eb8c62053cc1033b2251,da5556c75d8da57479bba403afaac84e,87
12350,3c216213a75a47d201ec566a2b16ecbb,a7cb070b49a4b7f41abf584480006353,128
12367,ef3d9063fff145bbe3f2d05ae1034576,66d43b09152d4884c853d2a846b27c11,80
