FeatureId,DefinitionId,VariantIndex,ReplacementKey,SourceHierarchyRoot,SourceRootStableId,GeometryCount,PrefabPath,Classification,Status
"P1.ITEM.132","item.spray-paint-variants",2,"legacy.item.spray-paint-variants","DONOR_PREFAB/GameObject/spraycan0.prefab","prefab-1d999d2c465a66fad11edfb9",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_spray-paint-variants_variant_02.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.132","item.spray-paint-variants",3,"legacy.item.spray-paint-variants","DONOR_PREFAB/GameObject/spraycan0.prefab","prefab-1d999d2c465a66fad11edfb9",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_spray-paint-variants_variant_03.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.132","item.spray-paint-variants",4,"legacy.item.spray-paint-variants","DONOR_PREFAB/GameObject/spraycan0.prefab","prefab-1d999d2c465a66fad11edfb9",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_spray-paint-variants_variant_04.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.132","item.spray-paint-variants",5,"legacy.item.spray-paint-variants","DONOR_PREFAB/GameObject/spraycan0.prefab","prefab-1d999d2c465a66fad11edfb9",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_spray-paint-variants_variant_05.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.132","item.spray-paint-variants",6,"legacy.item.spray-paint-variants","DONOR_PREFAB/GameObject/spraycan0.prefab","prefab-1d999d2c465a66fad11edfb9",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_spray-paint-variants_variant_06.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.132","item.spray-paint-variants",7,"legacy.item.spray-paint-variants","DONOR_PREFAB/GameObject/spraycan0.prefab","prefab-1d999d2c465a66fad11edfb9",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_spray-paint-variants_variant_07.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.132","item.spray-paint-variants",8,"legacy.item.spray-paint-variants","DONOR_PREFAB/GameObject/spraycan0.prefab","prefab-1d999d2c465a66fad11edfb9",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_spray-paint-variants_variant_08.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.132","item.spray-paint-variants",9,"legacy.item.spray-paint-variants","DONOR_PREFAB/GameObject/spraycan0.prefab","prefab-1d999d2c465a66fad11edfb9",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_spray-paint-variants_variant_09.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.132","item.spray-paint-variants",10,"legacy.item.spray-paint-variants","DONOR_PREFAB/GameObject/spraycan0.prefab","prefab-1d999d2c465a66fad11edfb9",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_spray-paint-variants_variant_10.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.132","item.spray-paint-variants",11,"legacy.item.spray-paint-variants","DONOR_PREFAB/GameObject/spraycan0.prefab","prefab-1d999d2c465a66fad11edfb9",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_spray-paint-variants_variant_11.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.132","item.spray-paint-variants",12,"legacy.item.spray-paint-variants","DONOR_PREFAB/GameObject/spraycan0.prefab","prefab-1d999d2c465a66fad11edfb9",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_spray-paint-variants_variant_12.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.133","item.gasoline-can",-1,"legacy.item.gasoline-can","ITEMS/gasoline(itemx)","99e96309024434130d2d39b7d9ac0d62",3,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_gasoline-can.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.134","item.diesel-can",-1,"legacy.item.diesel-can","ITEMS/diesel(itemx)","25ac19d76b3e278f8e2f2c1ecdfb0ca7",3,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_diesel-can.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.135","item.axe",-1,"legacy.item.axe","ITEMS/ax(itemx)","467dbd9a08deab23107080939db5320c",1,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_axe.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.136","item.digging-bar",-1,"legacy.item.digging-bar","ITEMS/digging bar(itemx)","757bf95013e49f3e4f1dda6b6316fdf4",1,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_digging-bar.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.137","item.sledgehammer",-1,"legacy.item.sledgehammer","ITEMS/sledgehammer(itemx)","8d2786a1f921451ecf7ffb0e0c871e92",1,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_sledgehammer.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.138","item.spanner-set",-1,"legacy.item.spanner-set","ITEMS/spanner set(itemx)","226d1d3b041e6d7dfe90362ccb97a3f2",16,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_spanner-set.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.139","item.wiring-mess",-1,"legacy.item.wiring-mess","ITEMS/wiring mess(itemx)","8c375c1a8c055b2b56f48bf802e9236f",1,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_wiring-mess.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.140","item.car-jack",-1,"legacy.item.car-jack","ITEMS/car jack(itemx)","718d196e7c447e0471a18dd6c30c7443",8,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_car-jack.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.141","item.floor-jack",-1,"legacy.item.floor-jack","ITEMS/floor jack(itemx)","77177dd1f7b8ba5cbde2abf88b98a240",4,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_floor-jack.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.142","item.motor-hoist",-1,"legacy.item.motor-hoist","ITEMS/motor hoist(itemx)","21be6b31d128759370d7b2054e5fd1f0",8,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_motor-hoist.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.143","item.kilju-bucket",-1,"legacy.item.kilju-bucket","ITEMS/bucket(itemx)","11aabf50d67993e3b0c3732280f55b0e",4,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_kilju-bucket.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.144","item.kilju-lid",-1,"legacy.item.kilju-lid","ITEMS/bucket lid(itemx)","bba7052bd9459774b15f4e680d660622",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_kilju-lid.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.145","item.sauna-bucket",-1,"legacy.item.sauna-bucket","ITEMS/water bucket(itemx)","bbdf589f496fc48a9b85f44a6e9e824e",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_sauna-bucket.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.146","item.sauna-dipper",-1,"legacy.item.sauna-dipper","ITEMS/dipper(itemx)","3be9c42175ff14822b98dbcbeaa10a52",1,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_sauna-dipper.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.147","item.wood-carrier",-1,"legacy.item.wood-carrier","ITEMS/wood carrier(itemx)","47d2c55d90d01318fa2ef7a5f5431e4d",1,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_wood-carrier.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.148","item.garbage-barrel",-1,"legacy.item.garbage-barrel","ITEMS/garbage barrel(itemx)","9709c246c3d178a87be3246d50873a0d",1,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_garbage-barrel.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.149","item.portable-grill",-1,"legacy.item.portable-grill","ITEMS/grill(itemx)","a8981adcaeb237875d2d5d0a6d0c94cc",3,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_portable-grill.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.150","item.coffee-pan",-1,"legacy.item.coffee-pan","ITEMS/coffee pan(itemx)","e63ea6308451b8b8a5f4e54fc745696d",3,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_coffee-pan.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.151","item.coffee-cup",-1,"legacy.item.coffee-cup","ITEMS/coffee cup(itemx)","ad7ea64bb022a92147af0a302afeaabb",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_coffee-cup.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.152","item.fish-trap",-1,"legacy.item.fish-trap","ITEMS/fish trap(itemx)","65ffec5304b952db51e226be9b8e86ff",5,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_fish-trap.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.153","item.flashlight",-1,"legacy.item.flashlight","ITEMS/flashlight(itemx)","7ec7c143fa3b45e6ddfbf13ca35351f3",3,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_flashlight.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.154","item.lantern",-1,"legacy.item.lantern","ITEMS/lantern(itemx)","63adb19c92586ff5abfba5db675ea70e",1,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_lantern.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.155","item.helmet",-1,"legacy.item.helmet","ITEMS/helmet(itemx)","212392d06375a345cf6b80b5af0b83e8",3,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_helmet.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.156","item.radar-detector",-1,"legacy.item.radar-detector","ITEMS/radar buster(Clone)","ba99fa72c162b65b95f323e820216876",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_radar-detector.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.157","item.portable-radio",-1,"legacy.item.portable-radio","ITEMS/radio(itemx)","2c1e6bbcdf4da1eaf8f1af6ce4c2280f",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_portable-radio.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.158","item.camera",-1,"legacy.item.camera","ITEMS/camera(itemx)","5a8e53fb232fc4db2bfae5eccc942905",1,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_camera.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.159","item.floppy-disk",-1,"legacy.item.floppy-disk","ITEMS/diskette(itemx)","04b25e712397556cd4684a4eb71622d3",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_floppy-disk.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.161","item.notepad",-1,"legacy.item.notepad","ITEMS/notepad(itemx)","33df31c5be92d506d9f85edf289d259f",1,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_notepad.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.162","item.parts-magazine",-1,"legacy.item.parts-magazine","ITEMS/parts magazine(itemx)","4ab82d226565a7aea13c2b6bb25ce852",1,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_parts-magazine.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.163","item.tv-remote",-1,"legacy.item.tv-remote","ITEMS/tv remote control(itemx)","350de3e49e3d902a08488c08236cf766",1,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_tv-remote.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.164","item.audio-cd-01",-1,"legacy.item.audio-cd-01","ITEMS/CDs/cd(item1)","c612e63da6185fa0a31a60df546f2e1d",3,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_audio-cd-01.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.165","item.audio-cd-02",-1,"legacy.item.audio-cd-02","ITEMS/CDs/cd(item2)","9239d40e2d36ce75f1078af92c1c03cc",3,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_audio-cd-02.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.166","item.audio-cd-03",-1,"legacy.item.audio-cd-03","ITEMS/CDs/cd(item3)","88d30f5c58198dda19f51836084bb545",3,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_audio-cd-03.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.167","item.audio-cd-case-01",-1,"legacy.item.audio-cd-case-01","ITEMS/CDs/cd case(item1)","877c95b3e018f8ed8ad8d9a17655d0f7",5,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_audio-cd-case-01.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.168","item.audio-cd-case-02",-1,"legacy.item.audio-cd-case-02","ITEMS/CDs/cd case(item2)","17e32407e8a7faedb8d8d2661fbd1dc4",5,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_audio-cd-case-02.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.169","item.audio-cd-case-03",-1,"legacy.item.audio-cd-case-03","ITEMS/CDs/cd case(item3)","b724417b7c7fa4879d614d5a04f26741",5,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_audio-cd-case-03.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.170","item.sofa",-1,"legacy.item.sofa","ITEMS/sofa(itemx)","20248b0d551aede22fb335b097ac8ca8",1,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_sofa.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.171","item.basketball",-1,"legacy.item.basketball","ITEMS/basketball(Clone)","e59983d0a6ebece55b094663b5c79e53",1,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_basketball.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.172","item.football",-1,"legacy.item.football","SOCCER/LOD/football(Clone)","26c54232be9f7c6546f0258883bfc6ee",1,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_football.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.176","item.fireworks-bag",-1,"legacy.item.fireworks-bag","MISC/fireworks bag(itemx)","78231d85e4ca64b267d0dcd50a06137f",1,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_fireworks-bag.prefab",TemporaryDirectImport,"GeneratedValidated"
"P1.ITEM.177","item.suitcase",-1,"legacy.item.suitcase","KILJUGUY/HikerPivot/JokkeHiker2/suitcase(itemx)","3db8cee177db2d725765dbccc1ddd342",2,"Assets/Game/LegacyImport/RuntimeBaseline/Generated/Items/Prefabs/LegacyItemVisual_item_suitcase.prefab",TemporaryDirectImport,"GeneratedValidated"
