ComponentId,GameObjectId,TransformId,HierarchyPath,FsmName,StartState,States,Actions,GameObjectReferences,NamedValues
110104,21309,57373,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/AmplifierHarness","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=21830[SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/HarnessAmplifier];db_ThisPart=13215[Database/DatabaseWiring/WiringAmplifierPower];ThisWire1=32266[SATSUMA(557kg, 248)/Wiring/Parts/wiring_amp_power(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
110128,21426,57488,"SATSUMA(557kg, 248)/Wiring/Triggers/BatteryHarness/HarnessBatteryPlus","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=5498[SATSUMA(557kg, 248)/Wiring/Triggers/BatteryHarness/BatteryPlusHarness];db_ThisPart=30568[Database/DatabaseWiring/WiringBatteryHarness];db_ThisPart2=21525[Database/DatabaseWiring/WiringBatteryPlus];ThisWire1=6818[SATSUMA(557kg, 248)/Wiring/Parts/wiring_battery_harness(xxxxx)];ThisWire2=23982[SATSUMA(557kg, 248)/Wiring/Parts/battery_terminal_plus(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
110263,21830,57885,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/HarnessAmplifier","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=21309[SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower/AmplifierHarness];db_ThisPart=13215[Database/DatabaseWiring/WiringAmplifierPower];ThisWire1=32266[SATSUMA(557kg, 248)/Wiring/Parts/wiring_amp_power(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
110293,21942,57998,"SATSUMA(557kg, 248)/Wiring/Triggers/CoilHarness/HarnessCoil","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=16562[SATSUMA(557kg, 248)/Wiring/Triggers/CoilHarness/CoilHarness];db_ThisPart=24055[Database/DatabaseWiring/WiringCoil];ThisWire1=17873[SATSUMA(557kg, 248)/Wiring/Parts/wiring_coil(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
110294,21945,58001,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightRight/ConnectorLight","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=31436[SATSUMA(557kg, 248)/Wiring/Triggers/RearlightRight/LightConnector];db_ThisPart=15221[Database/DatabaseWiring/WiringRearlightRight];ThisWire1=6091[SATSUMA(557kg, 248)/Wiring/Parts/wiring_rearlights_right(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
110381,22205,58259,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerLeft/ConnectorLight","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=19143[SATSUMA(557kg, 248)/Wiring/Triggers/MarkerLeft/LightConnector];db_ThisPart=8611[Database/DatabaseWiring/WiringMarkerLeft];ThisWire1=10649[SATSUMA(557kg, 248)/Wiring/Parts/wiring_marker_left(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
110505,22632,58684,"SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness/RadiatorfanHarness","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=13871[SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness/HarnessRadiatorfan];db_ThisPart=28845[Database/DatabaseWiring/WiringRadiatorfan];ThisWire1=5504[SATSUMA(557kg, 248)/Wiring/Parts/wiring_radiatorfan(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
110950,24272,60335,"SATSUMA(557kg, 248)/Wiring/Triggers/SubwooferLeft/SubwooferAmplifier","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=28632[SATSUMA(557kg, 248)/Wiring/Triggers/SubwooferLeft/AmplifierSubwoofer];db_ThisPart=2004[Database/DatabaseWiring/WiringSubwooferLeft];ThisWire1=22917[SATSUMA(557kg, 248)/Wiring/Parts/wiring_subwoofer_left(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
111008,24446,60508,"SATSUMA(557kg, 248)/Wiring/Triggers/Dash2/DashFusebox","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=32725[SATSUMA(557kg, 248)/Wiring/Triggers/Dash2/FuseboxDash];db_ThisPart=29411[Database/DatabaseWiring/WiringDash2];ThisWire1=14987[SATSUMA(557kg, 248)/Wiring/Parts/wiring_dash2(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
111183,25097,61154,"SATSUMA(557kg, 248)/Wiring/Triggers/StarterBattery/StarterBatteryPlus","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=26327[SATSUMA(557kg, 248)/Wiring/Triggers/StarterBattery/BatteryPlusStarter];db_ThisPart=15250[Database/DatabaseWiring/WiringStarter];db_ThisPart2=21525[Database/DatabaseWiring/WiringBatteryPlus];ThisWire1=31786[SATSUMA(557kg, 248)/Wiring/Parts/wiring_starter(xxxxx)];ThisWire2=23982[SATSUMA(557kg, 248)/Wiring/Parts/battery_terminal_plus(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
111511,26327,62386,"SATSUMA(557kg, 248)/Wiring/Triggers/StarterBattery/BatteryPlusStarter","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=25097[SATSUMA(557kg, 248)/Wiring/Triggers/StarterBattery/StarterBatteryPlus];db_ThisPart=15250[Database/DatabaseWiring/WiringStarter];db_ThisPart2=21525[Database/DatabaseWiring/WiringBatteryPlus];ThisWire1=31786[SATSUMA(557kg, 248)/Wiring/Parts/wiring_starter(xxxxx)];ThisWire2=23982[SATSUMA(557kg, 248)/Wiring/Parts/battery_terminal_plus(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
111940,27694,63749,"SATSUMA(557kg, 248)/Wiring/Triggers/IgnitionFusebox/IgnitionFusebox","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESET;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=5625[SATSUMA(557kg, 248)/Wiring/Triggers/IgnitionFusebox/FuseboxIgnition];db_ThisPart=23629[Database/DatabaseWiring/WiringIgnition];ThisWire1=23105[SATSUMA(557kg, 248)/Wiring/Parts/wiring_ignition(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
112226,28537,64591,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightLeft/LightConnector","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=5917[SATSUMA(557kg, 248)/Wiring/Triggers/RearlightLeft/ConnectorLight];db_ThisPart=8793[Database/DatabaseWiring/WiringRearlightLeft];ThisWire1=21419[SATSUMA(557kg, 248)/Wiring/Parts/wiring_rearlights_left(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
112256,28632,64687,"SATSUMA(557kg, 248)/Wiring/Triggers/SubwooferLeft/AmplifierSubwoofer","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=24272[SATSUMA(557kg, 248)/Wiring/Triggers/SubwooferLeft/SubwooferAmplifier];db_ThisPart=2004[Database/DatabaseWiring/WiringSubwooferLeft];ThisWire1=22917[SATSUMA(557kg, 248)/Wiring/Parts/wiring_subwoofer_left(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
112574,29625,65672,"SATSUMA(557kg, 248)/Wiring/Triggers/GaugeAFR/HarnessGauge","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=33202[SATSUMA(557kg, 248)/Wiring/Triggers/GaugeAFR/GaugeHarness];db_ThisPart=22033[Database/DatabaseWiring/WiringGaugeAFR];ThisWire1=9443[SATSUMA(557kg, 248)/Wiring/Parts/wiring_gauge_afr(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
112899,30672,66724,"SATSUMA(557kg, 248)/Wiring/Parts/wiring_starter(xxxxx)/BoltPM","Screw","Setup 2","Save data 2;1 2;Stages 2;Get scroll 2;2 2;3 2;4 2;5 2;6 2;7 2;8 2;Unscrew 2;Screw 2;0 2;Wait 3;Wait 4;Setup 2;Idle;State 1;State 2;FINISHED;0;1;2;3;4;5;6;7;8;ASSEMBLE;OFF;SAVEGAME;TIGHTEN;UNTIGHTEN;REPAIRMODE_ON;REPAIRMODE_OFF","AddFsmFloat;ArrayListGet;ArrayListSet;ConvertStringToInt;GetChild;GetName;GetStringRight;IntAdd;IntClamp;IntCompare;SetFsmInt;SetPosition;SetProperty;SetRotation;Wait","ThisBolt=31157[CARPARTS/PartsMotor/cylinder head(Clone)/Bolts/MaskedCylHead/BoltPM/bolt1];PartAssembled=31786[SATSUMA(557kg, 248)/Wiring/Parts/wiring_starter(xxxxx)];Collider=100238[]","BoltSize=0;Scroll=0;Index=0;Stage=0"
113113,31436,67494,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightRight/LightConnector","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=21945[SATSUMA(557kg, 248)/Wiring/Triggers/RearlightRight/ConnectorLight];db_ThisPart=15221[Database/DatabaseWiring/WiringRearlightRight];ThisWire1=6091[SATSUMA(557kg, 248)/Wiring/Parts/wiring_rearlights_right(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
113120,31470,67529,"SATSUMA(557kg, 248)/Wiring/Triggers/HarnessHeadlights/HarnessConnector","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=34775[SATSUMA(557kg, 248)/Wiring/Triggers/HarnessHeadlights/ConnectorHarness];db_ThisPart=29564[Database/DatabaseWiring/WiringHeadlightsConnector];ThisWire1=35038[SATSUMA(557kg, 248)/Wiring/Parts/wiring_harness_headlights(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
113370,32300,68358,"SATSUMA(557kg, 248)/Wiring/Triggers/RegulatorHarness/RegulatorHarness","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=3418[SATSUMA(557kg, 248)/Wiring/Triggers/RegulatorHarness/HarnessRegulator];db_ThisPart=25716[Database/DatabaseWiring/WiringRegulator];ThisWire1=27671[SATSUMA(557kg, 248)/Wiring/Parts/wiring_regulator(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
113487,32725,68787,"SATSUMA(557kg, 248)/Wiring/Triggers/Dash2/FuseboxDash","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=24446[SATSUMA(557kg, 248)/Wiring/Triggers/Dash2/DashFusebox];db_ThisPart=29411[Database/DatabaseWiring/WiringDash2];ThisWire1=14987[SATSUMA(557kg, 248)/Wiring/Parts/wiring_dash2(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
113498,32759,68822,"SATSUMA(557kg, 248)/Wiring/Triggers/GroundBattery/StarterBatteryMinus","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;Starter bolt;Wait;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;ArrayListGet;ArrayListResetValues;FloatCompare;GetButtonDown;GetDistance;GetParent;IntCompare;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetFsmFloat;SetStringValue;Wait","WiringTool=0[];_OtherEnd=12298[SATSUMA(557kg, 248)/Wiring/Triggers/GroundBattery/BatteryMinusStarter];db_ThisPart=7904[Database/DatabaseWiring/WiringGround1];db_ThisPart2=3446[Database/DatabaseWiring/WiringBatteryMinus];ThisWire1=28418[SATSUMA(557kg, 248)/Wiring/Parts/wiring_ground(xxxxx)];ThisWire2=29245[SATSUMA(557kg, 248)/Wiring/Parts/battery_terminal_minus(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1;StarterBolt=0"
113553,32943,69005,"SATSUMA(557kg, 248)/Wiring/Triggers/SwitchLights/HarnessSwitch","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=7278[SATSUMA(557kg, 248)/Wiring/Triggers/SwitchLights/SwitchHarness];db_ThisPart=33410[Database/DatabaseWiring/WiringSwitchLights];ThisWire1=3190[SATSUMA(557kg, 248)/Wiring/Parts/wiring_switch_light(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
113623,33202,69261,"SATSUMA(557kg, 248)/Wiring/Triggers/GaugeAFR/GaugeHarness","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=29625[SATSUMA(557kg, 248)/Wiring/Triggers/GaugeAFR/HarnessGauge];db_ThisPart=22033[Database/DatabaseWiring/WiringGaugeAFR];ThisWire1=9443[SATSUMA(557kg, 248)/Wiring/Parts/wiring_gauge_afr(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
113689,33405,69464,"SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightRight/ConnectorLight","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=7793[SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightRight/LightConnector];db_ThisPart=5837[Database/DatabaseWiring/WiringHeadlightRight];ThisWire1=11736[SATSUMA(557kg, 248)/Wiring/Parts/wiring_headlights_right(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
113933,34366,70421,"SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightLeft/LightConnector","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=1330[SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightLeft/ConnectorLight];db_ThisPart=4336[Database/DatabaseWiring/WiringHeadlightLeft];ThisWire1=8405[SATSUMA(557kg, 248)/Wiring/Parts/wiring_headlights_left(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
114029,34727,70777,"SATSUMA(557kg, 248)/Wiring/Triggers/Dash1/DashFusebox","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=20590[SATSUMA(557kg, 248)/Wiring/Triggers/Dash1/FuseboxDash];db_ThisPart=26759[Database/DatabaseWiring/WiringDash1];ThisWire1=11807[SATSUMA(557kg, 248)/Wiring/Parts/wiring_dash1(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
114039,34775,70826,"SATSUMA(557kg, 248)/Wiring/Triggers/HarnessHeadlights/ConnectorHarness","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=31470[SATSUMA(557kg, 248)/Wiring/Triggers/HarnessHeadlights/HarnessConnector];db_ThisPart=29564[Database/DatabaseWiring/WiringHeadlightsConnector];ThisWire1=35038[SATSUMA(557kg, 248)/Wiring/Parts/wiring_harness_headlights(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
114308,35735,71781,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierAudio/RadioAmplifier","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=35781[SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierAudio/AmplifierRadio];db_ThisPart=22135[Database/DatabaseWiring/WiringAmplifierAudio];ThisWire1=1251[SATSUMA(557kg, 248)/Wiring/Parts/wiring_amp_audio(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
114315,35781,71826,"SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierAudio/AmplifierRadio","Assemble","Init","State 1;Assemble;Sound;Finish assembly;Init;FINISHED;ASSEMBLE;CLOSELOOP;INSTALLED;LOOP;NOTINSTALLED;RESETWIRING","ActivateGameObject;FloatCompare;GetButtonDown;GetDistance;GetParent;SendEvent;SendEventByName;SetBoolValue;SetFsmBool;SetStringValue","WiringTool=0[];_OtherEnd=35735[SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierAudio/RadioAmplifier];db_ThisPart=22135[Database/DatabaseWiring/WiringAmplifierAudio];ThisWire1=1251[SATSUMA(557kg, 248)/Wiring/Parts/wiring_amp_audio(xxxxx)];Owner=0[]","Distance=0;Tolerance=0.1"
109099,17648,53709,"SATSUMA(557kg, 248)/Wiring/Parts/battery_terminal_plus(xxxxx)/Bolts/BoltPM","Screw","Setup 2","Save data 2;1 2;Stages 2;Get scroll 2;2 2;3 2;4 2;5 2;6 2;7 2;8 2;Unscrew 2;Screw 2;0 2;Wait 3;Wait 4;Setup 2;Idle;State 1;State 2;FINISHED;0;1;2;3;4;5;6;7;8;ASSEMBLE;OFF;SAVEGAME;TIGHTEN;UNTIGHTEN;REPAIRMODE_ON;REPAIRMODE_OFF","AddFsmFloat;ArrayListGet;ArrayListSet;ConvertStringToInt;GetChild;GetName;GetStringRight;IntAdd;IntClamp;IntCompare;SetFsmInt;SetPosition;SetProperty;SetRotation;Wait","ThisBolt=31157[CARPARTS/PartsMotor/cylinder head(Clone)/Bolts/MaskedCylHead/BoltPM/bolt1];PartAssembled=23982[SATSUMA(557kg, 248)/Wiring/Parts/battery_terminal_plus(xxxxx)];Collider=99680[]","BoltSize=0;Scroll=0;Index=0;Stage=0"
111871,27520,63573,"SATSUMA(557kg, 248)/Wiring/Parts/battery_terminal_minus(xxxxx)/Bolts/BoltPM","Screw","Setup 2","Save data 2;1 2;Stages 2;Get scroll 2;2 2;3 2;4 2;5 2;6 2;7 2;8 2;Unscrew 2;Screw 2;0 2;Wait 3;Wait 4;Setup 2;Idle;State 1;State 2;FINISHED;0;1;2;3;4;5;6;7;8;ASSEMBLE;OFF;SAVEGAME;TIGHTEN;UNTIGHTEN;REPAIRMODE_ON;REPAIRMODE_OFF","AddFsmFloat;ArrayListGet;ArrayListSet;ConvertStringToInt;GetChild;GetName;GetStringRight;IntAdd;IntClamp;IntCompare;SetFsmInt;SetPosition;SetProperty;SetRotation;Wait","ThisBolt=31157[CARPARTS/PartsMotor/cylinder head(Clone)/Bolts/MaskedCylHead/BoltPM/bolt1];PartAssembled=29245[SATSUMA(557kg, 248)/Wiring/Parts/battery_terminal_minus(xxxxx)];Collider=100096[]","BoltSize=0;Scroll=0;Index=0;Stage=0"
112423,29115,65162,"ITEMS/wiring mess(itemx)","Use","State 1","State 1","GetOwner;SetGameObject","Owner=0[];WiringTool=0[]",""
