ComponentId,HierarchyPath,FsmName,StateName,Transitions,ActionSequence,GameObjectReferences,NamedValues,StringParameters,ParameterNames,ByteDataAscii
105688,"SATSUMA(557kg, 248)/Wiring/Triggers/IgnitionFusebox/FuseboxIgnition","Assemble","FINISHED","","","","","","",""
105688,"SATSUMA(557kg, 248)/Wiring/Triggers/IgnitionFusebox/FuseboxIgnition","Assemble","ASSEMBLE","","","","","","",""
105688,"SATSUMA(557kg, 248)/Wiring/Triggers/IgnitionFusebox/FuseboxIgnition","Assemble","CLOSELOOP","","","","","","",""
105688,"SATSUMA(557kg, 248)/Wiring/Triggers/IgnitionFusebox/FuseboxIgnition","Assemble","INSTALLED","","","","","","",""
105688,"SATSUMA(557kg, 248)/Wiring/Triggers/IgnitionFusebox/FuseboxIgnition","Assemble","LOOP","","","","","","",""
105688,"SATSUMA(557kg, 248)/Wiring/Triggers/IgnitionFusebox/FuseboxIgnition","Assemble","NOTINSTALLED","","","","","","",""
105732,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/RegulatorAlternator","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
105732,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/RegulatorAlternator","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;REGULATOR;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
105732,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/RegulatorAlternator","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=8271[SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/AlternatorRegulator]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
105732,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/RegulatorAlternator","Assemble","Finish assembly","","SetFsmBool;ActivateGameObject;SendEvent;ActivateGameObject","db_ThisPart=34806[Database/DatabaseWiring/WiringAlternator];ThisWire1=30586[SATSUMA(557kg, 248)/Wiring/Parts/wiring_alternator(xxxxx)];Owner=0[]","","CarBuilding;wiring;Data;Installed","soundGroupName;variationName;volume;delaySound;useThisLocation;attachToGameObject;useFixedPitch;fixedPitch;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;eventTarget;sendEvent;delay;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame","??|??|RESETWIRING"
105732,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/RegulatorAlternator","Assemble","Init","FINISHED->State 1","GetParent","Owner=0[]","","","storeResult",""
105732,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/RegulatorAlternator","Assemble","FINISHED","","","","","","",""
105732,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/RegulatorAlternator","Assemble","ASSEMBLE","","","","","","",""
105732,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/RegulatorAlternator","Assemble","CLOSELOOP","","","","","","",""
105732,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/RegulatorAlternator","Assemble","INSTALLED","","","","","","",""
105732,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/RegulatorAlternator","Assemble","LOOP","","","","","","",""
105732,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/RegulatorAlternator","Assemble","NOTINSTALLED","","","","","","",""
105758,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightLeft/ConnectorLight","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
105758,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightLeft/ConnectorLight","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;REAR HARNESS CONNECTOR;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
105758,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightLeft/ConnectorLight","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=28537[SATSUMA(557kg, 248)/Wiring/Triggers/RearlightLeft/LightConnector]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
105758,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightLeft/ConnectorLight","Assemble","Finish assembly","","SetFsmBool;ActivateGameObject;SendEvent;ActivateGameObject","db_ThisPart=8793[Database/DatabaseWiring/WiringRearlightLeft];ThisWire1=21419[SATSUMA(557kg, 248)/Wiring/Parts/wiring_rearlights_left(xxxxx)];Owner=0[]","","CarBuilding;wiring;Data;Installed","soundGroupName;variationName;volume;delaySound;useThisLocation;attachToGameObject;useFixedPitch;fixedPitch;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;eventTarget;sendEvent;delay;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame","??|??|RESETWIRING"
105758,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightLeft/ConnectorLight","Assemble","Init","FINISHED->State 1","GetParent","Owner=0[]","","","storeResult",""
105758,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightLeft/ConnectorLight","Assemble","FINISHED","","","","","","",""
105758,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightLeft/ConnectorLight","Assemble","ASSEMBLE","","","","","","",""
105758,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightLeft/ConnectorLight","Assemble","CLOSELOOP","","","","","","",""
105758,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightLeft/ConnectorLight","Assemble","INSTALLED","","","","","","",""
105758,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightLeft/ConnectorLight","Assemble","LOOP","","","","","","",""
105758,"SATSUMA(557kg, 248)/Wiring/Triggers/RearlightLeft/ConnectorLight","Assemble","NOTINSTALLED","","","","","","",""
106152,"SATSUMA(557kg, 248)/Wiring/Triggers/SwitchLights/SwitchHarness","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
106152,"SATSUMA(557kg, 248)/Wiring/Triggers/SwitchLights/SwitchHarness","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;LIGHT SWITCH;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
106152,"SATSUMA(557kg, 248)/Wiring/Triggers/SwitchLights/SwitchHarness","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=32943[SATSUMA(557kg, 248)/Wiring/Triggers/SwitchLights/HarnessSwitch]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
106152,"SATSUMA(557kg, 248)/Wiring/Triggers/SwitchLights/SwitchHarness","Assemble","Finish assembly","","SetFsmBool;ActivateGameObject;SendEvent;ActivateGameObject","db_ThisPart=33410[Database/DatabaseWiring/WiringSwitchLights];ThisWire1=3190[SATSUMA(557kg, 248)/Wiring/Parts/wiring_switch_light(xxxxx)];Owner=0[]","","CarBuilding;wiring;Data;Installed","soundGroupName;variationName;volume;delaySound;useThisLocation;attachToGameObject;useFixedPitch;fixedPitch;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;eventTarget;sendEvent;delay;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame","??|??|RESETWIRING"
106152,"SATSUMA(557kg, 248)/Wiring/Triggers/SwitchLights/SwitchHarness","Assemble","Init","FINISHED->State 1","GetParent","Owner=0[]","","","storeResult",""
106152,"SATSUMA(557kg, 248)/Wiring/Triggers/SwitchLights/SwitchHarness","Assemble","FINISHED","","","","","","",""
106152,"SATSUMA(557kg, 248)/Wiring/Triggers/SwitchLights/SwitchHarness","Assemble","ASSEMBLE","","","","","","",""
106152,"SATSUMA(557kg, 248)/Wiring/Triggers/SwitchLights/SwitchHarness","Assemble","CLOSELOOP","","","","","","",""
106152,"SATSUMA(557kg, 248)/Wiring/Triggers/SwitchLights/SwitchHarness","Assemble","INSTALLED","","","","","","",""
106152,"SATSUMA(557kg, 248)/Wiring/Triggers/SwitchLights/SwitchHarness","Assemble","LOOP","","","","","","",""
106152,"SATSUMA(557kg, 248)/Wiring/Triggers/SwitchLights/SwitchHarness","Assemble","NOTINSTALLED","","","","","","",""
106282,"SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightRight/LightConnector","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
106282,"SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightRight/LightConnector","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;HEADLIGHT RIGHT;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
106282,"SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightRight/LightConnector","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=33405[SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightRight/ConnectorLight]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
106282,"SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightRight/LightConnector","Assemble","Finish assembly","","SetFsmBool;ActivateGameObject;SendEvent;ActivateGameObject","db_ThisPart=5837[Database/DatabaseWiring/WiringHeadlightRight];ThisWire1=11736[SATSUMA(557kg, 248)/Wiring/Parts/wiring_headlights_right(xxxxx)];Owner=0[]","","CarBuilding;wiring;Data;Installed","soundGroupName;variationName;volume;delaySound;useThisLocation;attachToGameObject;useFixedPitch;fixedPitch;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;eventTarget;sendEvent;delay;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame","??|??|RESETWIRING"
106282,"SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightRight/LightConnector","Assemble","Init","FINISHED->State 1","GetParent","Owner=0[]","","","storeResult",""
106282,"SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightRight/LightConnector","Assemble","FINISHED","","","","","","",""
106282,"SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightRight/LightConnector","Assemble","ASSEMBLE","","","","","","",""
106282,"SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightRight/LightConnector","Assemble","CLOSELOOP","","","","","","",""
106282,"SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightRight/LightConnector","Assemble","INSTALLED","","","","","","",""
106282,"SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightRight/LightConnector","Assemble","LOOP","","","","","","",""
106282,"SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightRight/LightConnector","Assemble","NOTINSTALLED","","","","","","",""
106413,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/AlternatorRegulator","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
106413,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/AlternatorRegulator","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;ALTERNATOR;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
106413,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/AlternatorRegulator","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=5788[SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/RegulatorAlternator]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
106413,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/AlternatorRegulator","Assemble","Finish assembly","","SetFsmBool;ActivateGameObject;SendEvent;ActivateGameObject","db_ThisPart=34806[Database/DatabaseWiring/WiringAlternator];ThisWire1=30586[SATSUMA(557kg, 248)/Wiring/Parts/wiring_alternator(xxxxx)];Owner=0[]","","CarBuilding;wiring;Data;Installed","soundGroupName;variationName;volume;delaySound;useThisLocation;attachToGameObject;useFixedPitch;fixedPitch;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;eventTarget;sendEvent;delay;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame","??|??|RESETWIRING"
106413,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/AlternatorRegulator","Assemble","Init","FINISHED->State 1","GetParent","Owner=0[]","","","storeResult",""
106413,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/AlternatorRegulator","Assemble","FINISHED","","","","","","",""
106413,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/AlternatorRegulator","Assemble","ASSEMBLE","","","","","","",""
106413,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/AlternatorRegulator","Assemble","CLOSELOOP","","","","","","",""
106413,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/AlternatorRegulator","Assemble","INSTALLED","","","","","","",""
106413,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/AlternatorRegulator","Assemble","LOOP","","","","","","",""
106413,"SATSUMA(557kg, 248)/Wiring/Triggers/AlternatorRegulator/AlternatorRegulator","Assemble","NOTINSTALLED","","","","","","",""
106951,"SATSUMA(557kg, 248)/Wiring/Triggers/Fueltank/TankConnector","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
106951,"SATSUMA(557kg, 248)/Wiring/Triggers/Fueltank/TankConnector","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;FUEL TANK;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
106951,"SATSUMA(557kg, 248)/Wiring/Triggers/Fueltank/TankConnector","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=15668[SATSUMA(557kg, 248)/Wiring/Triggers/Fueltank/ConnectorTank]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
106951,"SATSUMA(557kg, 248)/Wiring/Triggers/Fueltank/TankConnector","Assemble","Finish assembly","","SetFsmBool;ActivateGameObject;SendEvent;ActivateGameObject","db_ThisPart=27107[Database/DatabaseWiring/WiringFueltank];ThisWire1=20456[SATSUMA(557kg, 248)/Wiring/Parts/wiring_fueltank(xxxxx)];Owner=0[]","","CarBuilding;wiring;Data;Installed","soundGroupName;variationName;volume;delaySound;useThisLocation;attachToGameObject;useFixedPitch;fixedPitch;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;eventTarget;sendEvent;delay;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame","??|??|RESETWIRING"
106951,"SATSUMA(557kg, 248)/Wiring/Triggers/Fueltank/TankConnector","Assemble","Init","FINISHED->State 1","GetParent","Owner=0[]","","","storeResult",""
106951,"SATSUMA(557kg, 248)/Wiring/Triggers/Fueltank/TankConnector","Assemble","FINISHED","","","","","","",""
106951,"SATSUMA(557kg, 248)/Wiring/Triggers/Fueltank/TankConnector","Assemble","ASSEMBLE","","","","","","",""
106951,"SATSUMA(557kg, 248)/Wiring/Triggers/Fueltank/TankConnector","Assemble","CLOSELOOP","","","","","","",""
106951,"SATSUMA(557kg, 248)/Wiring/Triggers/Fueltank/TankConnector","Assemble","INSTALLED","","","","","","",""
106951,"SATSUMA(557kg, 248)/Wiring/Triggers/Fueltank/TankConnector","Assemble","LOOP","","","","","","",""
106951,"SATSUMA(557kg, 248)/Wiring/Triggers/Fueltank/TankConnector","Assemble","NOTINSTALLED","","","","","","",""
106971,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerRight/LightConnector","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
106971,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerRight/LightConnector","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;MARKER LIGHT RIGHT;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
106971,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerRight/LightConnector","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=19286[SATSUMA(557kg, 248)/Wiring/Triggers/MarkerRight/ConnectorLight]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
106971,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerRight/LightConnector","Assemble","Finish assembly","","SetFsmBool;ActivateGameObject;SendEvent;ActivateGameObject","db_ThisPart=18122[Database/DatabaseWiring/WiringMarkerRight];ThisWire1=21458[SATSUMA(557kg, 248)/Wiring/Parts/wiring_marker_right(xxxxx)];Owner=0[]","","CarBuilding;wiring;Data;Installed","soundGroupName;variationName;volume;delaySound;useThisLocation;attachToGameObject;useFixedPitch;fixedPitch;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;eventTarget;sendEvent;delay;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame","??|??|RESETWIRING"
106971,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerRight/LightConnector","Assemble","Init","FINISHED->State 1","GetParent","Owner=0[]","","","storeResult",""
106971,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerRight/LightConnector","Assemble","FINISHED","","","","","","",""
106971,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerRight/LightConnector","Assemble","ASSEMBLE","","","","","","",""
106971,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerRight/LightConnector","Assemble","CLOSELOOP","","","","","","",""
106971,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerRight/LightConnector","Assemble","INSTALLED","","","","","","",""
106971,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerRight/LightConnector","Assemble","LOOP","","","","","","",""
106971,"SATSUMA(557kg, 248)/Wiring/Triggers/MarkerRight/LightConnector","Assemble","NOTINSTALLED","","","","","","",""
107628,"SATSUMA(557kg, 248)/Wiring/Triggers/GroundBattery/BatteryMinusStarter","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
107628,"SATSUMA(557kg, 248)/Wiring/Triggers/GroundBattery/BatteryMinusStarter","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;NEGATIVE TERMINAL;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
107628,"SATSUMA(557kg, 248)/Wiring/Triggers/GroundBattery/BatteryMinusStarter","Assemble","Sound","CLOSELOOP->Finish assembly","SetBoolValue;SetStringValue;SendEventByName","_OtherEnd=32759[SATSUMA(557kg, 248)/Wiring/Triggers/GroundBattery/StarterBatteryMinus]","","- useVariable: 0;- useVariable: 0;CLOSELOOP","boolValue;everyFrame;stringVariable;stringValue;everyFrame;eventTarget;sendEvent;delay;everyFrame","GUIassemble"
107628,"SATSUMA(557kg, 248)/Wiring/Triggers/GroundBattery/BatteryMinusStarter","Assemble","Finish assembly","","SetFsmBool;SetFsmBool;ActivateGameObject;ArrayListResetValues;SetFsmFloat;SetFsmBool;ActivateGameObject;SendEvent;ActivateGameObject","db_ThisPart=7904[Database/DatabaseWiring/WiringGround1];db_ThisPart2=3446[Database/DatabaseWiring/WiringBatteryMinus];ThisWire1=28418[SATSUMA(557kg, 248)/Wiring/Parts/wiring_ground(xxxxx)];ThisWire2=29245[SATSUMA(557kg, 248)/Wiring/Parts/battery_terminal_minus(xxxxx)];Owner=0[]","","CarBuilding;wiring;Data;Installed;Data;Installed;- useVariable: 0;BoltCheck;Tightness;BoltCheck;SameLoad","soundGroupName;variationName;volume;delaySound;useThisLocation;attachToGameObject;useFixedPitch;fixedPitch;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;gameObject;reference;resetValue;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;fsmName;variableName;setValue;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame;eventTarget;sendEvent;delay;everyFrame;gameObject;activate;recursive;resetOnExit;everyFrame","??|??|RESETWIRING"
107628,"SATSUMA(557kg, 248)/Wiring/Triggers/GroundBattery/BatteryMinusStarter","Assemble","Init","FINISHED->State 1","GetParent","Owner=0[]","","","storeResult",""
107628,"SATSUMA(557kg, 248)/Wiring/Triggers/GroundBattery/BatteryMinusStarter","Assemble","FINISHED","","","","","","",""
107628,"SATSUMA(557kg, 248)/Wiring/Triggers/GroundBattery/BatteryMinusStarter","Assemble","ASSEMBLE","","","","","","",""
107628,"SATSUMA(557kg, 248)/Wiring/Triggers/GroundBattery/BatteryMinusStarter","Assemble","CLOSELOOP","","","","","","",""
107628,"SATSUMA(557kg, 248)/Wiring/Triggers/GroundBattery/BatteryMinusStarter","Assemble","INSTALLED","","","","","","",""
107628,"SATSUMA(557kg, 248)/Wiring/Triggers/GroundBattery/BatteryMinusStarter","Assemble","LOOP","","","","","","",""
107628,"SATSUMA(557kg, 248)/Wiring/Triggers/GroundBattery/BatteryMinusStarter","Assemble","NOTINSTALLED","","","","","","",""
108109,"SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness/HarnessRadiatorfan","Assemble","State 1","ASSEMBLE->Assemble","SetBoolValue;SetStringValue;GetDistance;FloatCompare","WiringTool=0[]","","- useVariable: 0;","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame","GUIassemble|Distance|Distance???=|Tolerance|ASSEMBLE"
108109,"SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness/HarnessRadiatorfan","Assemble","Assemble","LOOP->State 1;ASSEMBLE->Sound","SetBoolValue;SetStringValue;GetDistance;FloatCompare;GetButtonDown","WiringTool=0[]","","- useVariable: 0;MAIN HARNESS CONNECTOR;Use","boolValue;everyFrame;stringVariable;stringValue;everyFrame;gameObject;target;storeResult;everyFrame;float1;float2;tolerance;equal;lessThan;greaterThan;everyFrame;buttonName;sendEvent;storeResult","GUIassemble|Distance|Distance???=|Tolerance|LOOP|ASSEMBLE"
